"Study title: SC_e10_JFT145_WireTemp_7_NoLoad"
"Torque: Nm <Value> "
"Case Range","1","","","2","","","3","","","4","",""
"Time s","Torque","","Time s","Torque","","Time s","Torque","","Time s","Torque"
"0.011125","11.1410998572","","0.00370833333333","0","","0.002225","0","","0.00158928571429","10.9006730862"
"0.01125","-0.041507525568","","0.00375","0","","0.00225","0","","0.00160714285714","-0.209074654608"
"0.011375","-11.3028293202","","0.00379166666667","0","","0.002275","0","","0.001625","-11.5455664287"
"0.0115","-36.3192337273","","0.00383333333333","0","","0.0023","0","","0.00164285714286","-36.7583086486"
"0.011625","-39.1101478961","","0.003875","0","","0.002325","0","","0.00166071428571","-39.6612560507"
"0.01175","-22.504241936","","0.00391666666667","0","","0.00235","0","","0.00167857142857","-23.1747136417"
"0.011875","-0.349229466813","","0.00395833333333","0","","0.002375","0","","0.00169642857143","-1.17788675921"
"0.012","21.9024087924","","0.004","0","","0.0024","0","","0.00171428571429","21.1713305182"
"0.012125","38.614552259","","0.00404166666667","0","","0.002425","0","","0.00173214285714","38.0749836056"
"0.01225","35.9153542159","","0.00408333333333","0","","0.00245","0","","0.00175","35.4618652408"
"0.012375","11.0956972184","","0.004125","0","","0.002475","0","","0.00176785714286","10.7546751928"
"0.0125","-0.0452696811148","","0.00416666666667","0","","0.0025","0","","0.00178571428571","-0.197784740832"
"0.012625","-11.281146485","","0.00420833333333","0","","0.002525","0","","0.00180357142857","-11.404964574"
"0.01275","-36.3015241535","","0.00425","0","","0.00255","0","","0.00182142857143","-36.5220922221"
"0.012875","-39.1199121553","","0.00429166666667","0","","0.002575","0","","0.00183928571429","-39.3804442862"
"0.013","-22.5256415758","","0.00433333333333","0","","0.0026","0","","0.00185714285714","-22.8716346211"
"0.013125","-0.365270723814","","0.004375","0","","0.002625","0","","0.001875","-0.876890310656"
"0.01325","21.9143636005","","0.00441666666667","0","","0.00265","0","","0.00189285714286","21.4709525543"
"0.013375","38.6659386589","","0.00445833333333","0","","0.002675","0","","0.00191071428571","38.362824512"
"0.0135","35.9830917211","","0.0045","0","","0.0027","0","","0.00192857142857","35.7059375157"
"0.013625","11.138944309","","0.00454166666667","0","","0.002725","0","","0.00194642857143","10.898504404"
"0.01375","-0.0411655376502","","0.00458333333333","0","","0.00275","0","","0.00196428571429","-0.208018911083"
"0.013875","-11.3004932467","","0.004625","0","","0.002775","0","","0.00198214285714","-11.5438583782"
"0.014","-36.3143768554","","0.00466666666667","0","","0.0028","0","","0.002","-36.7520265256"
"0.014125","-39.1025039953","","0.00470833333333","0","","0.002825","0","","0.00201785714286","-39.6523548418"
"0.01425","-22.4943112137","","0.00475","0","","0.00285","0","","0.00203571428571","-23.1608630166"
"0.014375","-0.34201424776","","0.00479166666667","0","","0.002875","0","","0.00205357142857","-1.16884859113"
"0.0145","21.907099716","","0.00483333333333","0","","0.0029","0","","0.00207142857143","21.1794519386"
"0.014625","38.6140740682","","0.004875","0","","0.002925","0","","0.00208928571429","38.0767509651"
"0.01475","35.9111863169","","0.00491666666667","0","","0.00295","0","","0.00210714285714","35.4554326321"
"0.014875","11.0925602319","","0.00495833333333","0","","0.002975","0","","0.002125","10.7538344373"
"0.015","-0.0449249390059","","0.005","0","","0.003","0","","0.00214285714286","-0.19878227257"
"0.015125","-11.2795648535","","0.00504166666667","0","","0.003025","0","","0.00216071428571","-11.4039312672"
"0.01525","-36.2982382132","","0.00508333333333","0","","0.00305","0","","0.00217857142857","-36.5189998255"
"0.015375","-39.1117802796","","0.005125","0","","0.003075","0","","0.00219642857143","-39.3736944969"
"0.0155","-22.514775362","","0.00516666666667","0","","0.0031","0","","0.00221428571429","-22.8623603629"
"0.015625","-0.349381527428","","0.00520833333333","0","","0.003125","0","","0.00223214285714","-0.861576093395"
"0.01575","21.9299679316","","0.00525","0","","0.00315","0","","0.00225","21.4861123195"
"0.015875","38.6786333769","","0.00529166666667","0","","0.003175","0","","0.00226785714286","38.375046787"
"0.016","35.990617918","","0.00533333333333","0","","0.0032","0","","0.00228571428571","35.7120199159"
"0.016125","11.1422736378","","0.005375","0","","0.003225","0","","0.00230357142857","10.9003471925"
"0.01625","-0.0409363832018","","0.00541666666667","0","","0.00325","0","","0.00232142857143","-0.206833675131"
"0.016375","-11.302588587","","0.00545833333333","0","","0.003275","0","","0.00233928571429","-11.5460107688"
"0.0165","-36.3184191361","","0.0055","0","","0.0033","0","","0.00235714285714","-36.755983927"
"0.016625","-39.1075395952","","0.00554166666667","0","","0.003325","0","","0.002375","-39.6573158509"
"0.01675","-22.5008663334","","0.00558333333333","0","","0.00335","0","","0.00239285714286","-23.1682397061"
"0.016875","-0.341932619376","","0.005625","0","","0.003375","0","","0.00241071428571","-1.16997360822"
"0.017","21.913608912","","0.00566666666667","0","","0.0034","0","","0.00242857142857","21.1834549537"
"0.017125","38.6204126408","","0.00570833333333","0","","0.003425","0","","0.00244642857143","38.0814731325"
"0.01725","35.9187740799","","0.00575","0","","0.00345","0","","0.00246428571429","35.4668325522"
"0.017375","11.0973339046","","0.00579166666667","0","","0.003475","0","","0.00248214285714","10.7581387944"
"0.0175","-0.0446901579815","","0.00583333333333","0","","0.0035","0","","0.0025","-0.198449361136"
"0.017625","-11.2825039573","","0.005875","0","","0.003525","0","","0.00251785714286","-11.4068036"
"0.01775","-36.3048270114","","0.00591666666667","0","","0.00355","0","","0.00253571428571","-36.5249872486"
"0.017875","-39.1217450816","","0.00595833333333","0","","0.003575","0","","0.00255357142857","-39.3837150971"
"0.018","-22.526995277","","0.006","0","","0.0036","0","","0.00257142857143","-22.8743275454"
"0.018125","-0.360415744181","","0.00604166666667","0","","0.003625","0","","0.00258928571429","-0.872874998272"
"0.01825","21.9223267919","","0.00608333333333","0","","0.00365","0","","0.00260714285714","21.479600293"
"0.018375","38.6738601254","","0.006125","0","","0.003675","0","","0.002625","38.372923202"
"0.0185","35.9884975313","","0.00616666666667","0","","0.0037","0","","0.00264285714286","35.7095710114"
"0.018625","11.1410745048","","0.00620833333333","0","","0.003725","0","","0.00266071428571","10.9003611684"
"0.01875","-0.0415493553721","","0.00625","0","","0.00375","0","","0.00267857142857","-0.209111474301"
"0.018875","-11.3028228397","","0.00629166666667","0","","0.003775","0","","0.00269642857143","-11.5489605529"
"0.019","-36.3192188284","","0.00633333333333","0","","0.0038","0","","0.00271428571429","-36.7574687587"
"0.019125","-39.1101543525","","0.006375","0","","0.003825","0","","0.00273214285714","-39.6605411709"
"0.01925","-22.5042545026","","0.00641666666667","0","","0.00385","0","","0.00275","-23.1722002335"
"0.019375","-0.349280217224","","0.00645833333333","0","","0.003875","0","","0.00276785714286","-1.17700224335"
"0.0195","21.9024076395","","0.0065","0","","0.0039","0","","0.00278571428571","21.1710494853"
"0.019625","38.6146005907","","0.00654166666667","0","","0.003925","0","","0.00280357142857","38.0752878879"
"0.01975","35.9154009486","","0.00658333333333","0","","0.00395","0","","0.00282142857143","35.4629053706"
"0.019875","11.0956886023","","0.006625","0","","0.003975","0","","0.00283928571429","10.7571130551"
"0.02","-0.04527023853","","0.00666666666667","0","","0.004","0","","0.00285714285714","-0.198994711993"
"0.020125","-11.2811533208","","0.00670833333333","0","","0.004025","0","","0.002875","-11.4059802917"
"0.02025","-36.3015231767","","0.00675","0","","0.00405","0","","0.00289285714286","-36.5225620889"
"0.020375","-39.1199127526","","0.00679166666667","0","","0.004075","0","","0.00291071428571","-39.3819381228"
"0.0205","-22.5256312503","","0.00683333333333","0","","0.0041","0","","0.00292857142857","-22.8726606205"
"0.020625","-0.36524751627","","0.006875","0","","0.004125","0","","0.00294642857143","-0.8788002834"
"0.02075","21.9143518412","","0.00691666666667","0","","0.00415","0","","0.00296428571429","21.4699359364"
"0.020875","38.6659401267","","0.00695833333333","0","","0.004175","0","","0.00298214285714","38.3617928081"
"0.021","35.9831170102","","0.007","0","","0.0042","0","","0.003","35.7044364933"
"0.021125","11.1389383373","","0.00704166666667","0","","0.004225","0","","0.00301785714286","10.8980816218"
"0.02125","-0.0411864603158","","0.00708333333333","0","","0.00425","0","","0.00303571428571","-0.208967994591"
"0.021375","-11.3004995308","","0.007125","0","","0.004275","0","","0.00305357142857","-11.5439480045"
"0.0215","-36.3143088962","","0.00716666666667","0","","0.0043","0","","0.00307142857143","-36.7527371172"
"0.021625","-39.1024776705","","0.00720833333333","0","","0.004325","0","","0.00308928571429","-39.653151871"
"0.02175","-22.4943163345","","0.00725","0","","0.00435","0","","0.00310714285714","-23.1602772293"
"0.021875","-0.34202253848","","0.00729166666667","0","","0.004375","0","","0.003125","-1.16955262513"
"0.022","21.9071629101","","0.00733333333333","0","","0.0044","0","","0.00314285714286","21.1768294356"
"0.022125","38.6140458192","","0.007375","0","","0.004425","0","","0.00316071428571","38.0748275336"
"0.02225","35.9111846278","","0.00741666666667","0","","0.00445","0","","0.00317857142857","35.4572741867"
"0.022375","11.0925500297","","0.00745833333333","0","","0.004475","0","","0.00319642857143","10.7533123237"
"0.0225","-0.0449216139527","","0.0075","0","","0.0045","0","","0.00321428571429","-0.198888869897"
"0.022625","-11.2795660243","","0.00754166666667","0","","0.004525","0","","0.00323214285714","-11.4040824895"
"0.02275","-36.2982203424","","0.00758333333333","0","","0.00455","0","","0.00325","-36.5187367922"
"0.022875","-39.111788303","","0.007625","0","","0.004575","0","","0.00326785714286","-39.3756511052"
"0.023","-22.514889841","","0.00766666666667","0","","0.0046","0","","0.00328571428571","-22.8615335038"
"0.023125","-0.349404025113","","0.00770833333333","0","","0.004625","0","","0.00330357142857","-0.86179148417"
"0.02325","21.9299433236","","0.00775","0","","0.00465","0","","0.00332142857143","21.4859143376"
"0.023375","38.6786490043","","0.00779166666667","0","","0.004675","0","","0.00333928571429","38.3755250077"
"0.0235","35.9906187252","","0.00783333333333","0","","0.0047","0","","0.00335714285714","35.7116431469"
"0.023625","11.1422859179","","0.007875","0","","0.004725","0","","0.003375","10.8999404952"
"0.02375","-0.040926781889","","0.00791666666667","0","","0.00475","0","","0.00339285714286","-0.207932200981"
"0.023875","-11.3026071853","","0.00795833333333","0","","0.004775","0","","0.00341071428571","-11.5452782983"
"0.024","-36.3184191203","","0.008","0","","0.0048","0","","0.00342857142857","-36.7568893881"
"0.024125","-39.1075384496","","0.00804166666667","0","","0.004825","0","","0.00344642857143","-39.6577513171"
"0.02425","-22.5009153171","","0.00808333333333","0","","0.00485","0","","0.00346428571429","-23.1682896261"
"0.024375","-0.341934256756","","0.008125","0","","0.004875","0","","0.00348214285714","-1.16900840854"
"0.0245","21.9135676689","","0.00816666666667","0","","0.0049","0","","0.0035","21.1831883553"
"0.024625","38.6204096712","","0.00820833333333","0","","0.004925","0","","0.00351785714286","38.0809201601"
"0.02475","35.9187727772","","0.00825","0","","0.00495","0","","0.00353571428571","35.4671401499"
"0.024875","11.0973474294","","0.00829166666667","0","","0.004975","0","","0.00355357142857","10.7598226135"
"0.025","-0.0447207470053","","0.00833333333333","0","","0.005","0","","0.00357142857143","-0.198507949414"
"0.025125","-11.2825039261","","0.008375","0","","0.005025","0","","0.00358928571429","-11.4081554782"
"0.02525","-36.304722472","","0.00841666666667","0","","0.00505","0","","0.00360714285714","-36.5251697551"
"0.025375","-39.1217409609","","0.00845833333333","0","","0.005075","0","","0.003625","-39.3839877327"
"0.0255","-22.5270267123","","0.0085","0","","0.0051","0","","0.00364285714286","-22.8741942127"
"0.025625","-0.360401543861","","0.00854166666667","0","","0.005125","0","","0.00366071428571","-0.872832154502"
"0.02575","21.922326183","","0.00858333333333","0","","0.00515","0","","0.00367857142857","21.4788946266"
"0.025875","38.6738847425","","0.008625","0","","0.005175","0","","0.00369642857143","38.374111886"
"0.026","35.9884970206","","0.00866666666667","0","","0.0052","0","","0.00371428571429","35.7091034686"
"0.026125","11.1411247254","","0.00870833333333","0","","0.005225","0","","0.00373214285714","10.9004240023"
"0.02625","-0.0415058259214","","0.00875","0","","0.00525","0","","0.00375","-0.20841603951"
"0.026375","-11.3028267427","","0.00879166666667","0","","0.005275","0","","0.00376785714286","-11.5468043009"
"0.0265","-36.3192788023","","0.00883333333333","0","","0.0053","0","","0.00378571428571","-36.757186255"
"0.026625","-39.1101558743","","0.008875","0","","0.005325","0","","0.00380357142857","-39.6604841642"
"0.02675","-22.5042652319","","0.00891666666667","0","","0.00535","0","","0.00382142857143","-23.1723116484"
"0.026875","-0.349278384688","","0.00895833333333","0","","0.005375","0","","0.00383928571429","-1.178258623"
"0.027","21.9024111397","","0.009","0","","0.0054","0","","0.00385714285714","21.172785722"
"0.027125","38.6145707199","","0.00904166666667","0","","0.005425","0","","0.003875","38.0756388637"
"0.02725","35.9154158689","","0.00908333333333","0","","0.00545","0","","0.00389285714286","35.4640216598"
"0.027375","11.0956964524","","0.009125","0","","0.005475","0","","0.00391071428571","10.7575449821"
"0.0275","-0.0452975571885","","0.00916666666667","0","","0.0055","0","","0.00392857142857","-0.199056757687"
"0.027625","-11.281164895","","0.00920833333333","0","","0.005525","0","","0.00394642857143","-11.4055673039"
"0.02775","-36.3015210294","","0.00925","0","","0.00555","0","","0.00396428571429","-36.521947044"
"0.027875","-39.1199032455","","0.00929166666667","0","","0.005575","0","","0.00398214285714","-39.3822245394"
"0.028","-22.5256307797","","0.00933333333333","0","","0.0056","0","","0.004","-22.8733744362"
"0.028125","-0.365301528581","","0.009375","0","","0.005625","0","","0.00401785714286","-0.87826900344"
"0.02825","21.9143606329","","0.00941666666667","0","","0.00565","0","","0.00403571428571","21.4698948852"
"0.028375","38.6659531166","","0.00945833333333","0","","0.005675","0","","0.00405357142857","38.3641907449"
"0.0285","35.9830840109","","0.0095","0","","0.0057","0","","0.00407142857143","35.7038140191"
"0.028625","11.1389438135","","0.00954166666667","0","","0.005725","0","","0.00408928571429","10.8986944264"
"0.02875","-0.0411594159408","","0.00958333333333","0","","0.00575","0","","0.00410714285714","-0.208781630437"
"0.028875","-11.3004987391","","0.009625","0","","0.005775","0","","0.004125","-11.5434096235"
"0.029","-36.3142985982","","0.00966666666667","0","","0.0058","0","","0.00414285714286","-36.7527524597"
"0.029125","-39.1025040658","","0.00970833333333","0","","0.005825","0","","0.00416071428571","-39.6520943266"
"0.02925","-22.4943020526","","0.00975","0","","0.00585","0","","0.00417857142857","-23.1624056813"
"0.029375","-0.342230847866","","0.00979166666667","0","","0.005875","0","","0.00419642857143","-1.16957766293"
"0.0295","21.9070995506","","0.00983333333333","0","","0.0059","0","","0.00421428571429","21.1770367923"
"0.029625","38.6140499336","","0.009875","0","","0.005925","0","","0.00423214285714","38.0739180579"
"0.02975","35.911184466","","0.00991666666667","0","","0.00595","0","","0.00425","35.4576252055"
"0.029875","11.0925604981","","0.00995833333333","0","","0.005975","0","","0.00426785714286","10.7537231948"
"0.03","-0.0449260502642","","0.01","0","","0.006","0","","0.00428571428571","-0.198739184479"
"0.030125","-11.2795697892","","0.0100416666667","0","","0.006025","0","","0.00430357142857","-11.4038616929"
"0.03025","-36.2982661295","","0.0100833333333","0","","0.00605","0","","0.00432142857143","-36.518291507"
"0.030375","-39.1117793327","","0.010125","0","","0.006075","0","","0.00433928571429","-39.3738706762"
"0.0305","-22.5147804239","","0.0101666666667","0","","0.0061","0","","0.00435714285714","-22.860975065"
"0.030625","-0.349406026716","","0.0102083333333","0","","0.006125","0","","0.004375","-0.861979026347"
"0.03075","21.929912299","","0.01025","0","","0.00615","0","","0.00439285714286","21.4862235914"
"0.030875","38.6786534506","","0.0102916666667","0","","0.006175","0","","0.00441071428571","38.3723677851"
"0.031","35.9905960405","","0.0103333333333","0","","0.0062","0","","0.00442857142857","35.7119104712"
"0.031125","11.1422769578","","0.010375","0","","0.006225","0","","0.00444642857143","10.9003048287"
"0.03125","-0.0409360114637","","0.0104166666667","0","","0.00625","0","","0.00446428571429","-0.207814270578"
"0.031375","-11.3026053713","","0.0104583333333","0","","0.006275","0","","0.00448214285714","-11.5462602644"
"0.0315","-36.3184174907","","0.0105","0","","0.0063","0","","0.0045","-36.757307677"
"0.031625","-39.107537122","","0.0105416666667","0","","0.006325","0","","0.00451785714286","-39.657683443"
"0.03175","-22.500870296","","0.0105833333333","0","","0.00635","0","","0.00453571428571","-23.1682085992"
"0.031875","-0.341930011865","","0.010625","0","","0.006375","0","","0.00455357142857","-1.16907920619"
"0.032","21.9135479484","","0.0106666666667","0","","0.0064","0","","0.00457142857143","21.1831177381"
"0.032125","38.6204136624","","0.0107083333333","0","","0.006425","0","","0.00458928571429","38.0813348128"
"0.03225","35.9187718263","","0.01075","0","","0.00645","0","","0.00460714285714","35.4661003865"
"0.032375","11.0973305819","","0.0107916666667","0","","0.006475","0","","0.004625","10.7584166519"
"0.0325","-0.0446748944989","","0.0108333333333","0","","0.0065","0","","0.00464285714286","-0.199276209689"
"0.032625","-11.2825077642","","0.010875","0","","0.006525","0","","0.00466071428571","-11.4066569913"
"0.03275","-36.3048019948","","0.0109166666667","0","","0.00655","0","","0.00467857142857","-36.5250261239"
"0.032875","-39.1217435855","","0.0109583333333","0","","0.006575","0","","0.00469642857143","-39.3841186407"
"0.033","-22.5269751965","","0.011","0","","0.0066","0","","0.00471428571429","-22.8740812778"
"0.033125","-0.3604412434","","0.0110416666667","0","","0.006625","0","","0.00473214285714","-0.872754173635"
"0.03325","21.9223294287","","0.0110833333333","0","","0.00665","0","","0.00475","21.4785752111"
"0.033375","38.6738789312","","0.011125","0","","0.006675","0","","0.00476785714286","38.3701727346"
"0.0335","35.988502242","","0.0111666666667","0","","0.0067","0","","0.00478571428571","35.7092088332"
"0.033625","11.1410830007","","0.0112083333333","0","","0.006725","0","","0.00480357142857","10.8998711988"
"0.03375","-0.0415282987685","","0.01125","0","","0.00675","0","","0.00482142857143","-0.209034437297"
"0.033875","-11.3028273656","","0.0112916666667","0","","0.006775","0","","0.00483928571429","-11.546568589"
"0.034","-36.3193329986","","0.0113333333333","0","","0.0068","0","","0.00485714285714","-36.7575266167"
"0.034125","-39.1101531402","","0.011375","0","","0.006825","0","","0.004875","-39.6605116058"
"0.03425","-22.504241765","","0.0114166666667","0","","0.00685","0","","0.00489285714286","-23.1717686254"
"0.034375","-0.349309117356","","0.0114583333333","0","","0.006875","0","","0.00491071428571","-1.17723244927"
"0.0345","21.9023853657","","0.0115","0","","0.0069","0","","0.00492857142857","21.1720073212"
"0.034625","38.6145714735","","0.0115416666667","0","","0.006925","0","","0.00494642857143","38.0749232639"
"0.03475","35.9153843871","","0.0115833333333","0","","0.00695","0","","0.00496428571429","35.4618446971"
"0.034875","11.0956965511","","0.011625","0","","0.006975","0","","0.00498214285714","10.7576234482"
"0.035","-0.0452695382317","","0.0116666666667","0","","0.007","0","","0.005","-0.19963916296"
"0.035125","-11.2811471037","","0.0117083333333","0","","0.007025","0","","0.00501785714286","-11.4063123995"
"0.03525","-36.3015205244","","0.01175","0","","0.00705","0","","0.00503571428571","-36.5240898364"
"0.035375","-39.1199155924","","0.0117916666667","0","","0.007075","0","","0.00505357142857","-39.3819151744"
