,"Case 1","Case 2","Case 3","Case 4","Case 5","Case 6","Case 7","Case 8","Case 9","Case 10","Case 11","Case 12","Case 13","Case 14","Case 15","Case 16","Case 17","Case 18","Case 19","Case 20","Case 21","Case 22","Case 23","Case 24","Case 25","Case 26","Case 27","Case 28","Case 29","Case 30"
"Total","508.585398513","508.487626727","508.403434625","508.346070118","508.323885292","1905.98532417","1456.36186461","1073.55077169","809.259261081","719.967604534","5692.0635447","4012.72364227","2677.42009934","2045.12457791","1847.10302658","10384.4222485","7833.08930542","5278.20060397","4208.04805382","3892.44017419","15690.1125184","12551.293661","9110.90848721","7279.46727434","6809.94542367","21379.7935058","17916.0839922","13991.9111426","11227.3792992","10622.7801917"
