,"Case 1","Case 2","Case 3","Case 4","Case 5","Case 6","Case 7","Case 8","Case 9","Case 10","Case 11","Case 12","Case 13","Case 14","Case 15","Case 16","Case 17","Case 18","Case 19","Case 20","Case 21","Case 22","Case 23","Case 24","Case 25","Case 26","Case 27","Case 28","Case 29","Case 30"
"Total","18.1060449973","18.1027517159","18.0999288751","18.0980124579","18.0973009157","233.20891243","219.045090623","206.280943366","196.961280566","193.736854376","855.322507702","806.838563505","767.348214289","744.022080777","735.57503866","1838.96059637","1766.02775365","1697.94920078","1662.34854886","1642.95751807","3184.90648703","3092.59303235","3006.50771002","2949.14093221","2918.03980235","4890.54414253","4791.12500592","4696.1556217","4600.1494731","4565.89821211"
