,"Case 1","Case 2","Case 3","Case 4","Case 5","Case 6","Case 7","Case 8","Case 9","Case 10","Case 11","Case 12","Case 13","Case 14","Case 15","Case 16","Case 17","Case 18","Case 19","Case 20","Case 21","Case 22","Case 23","Case 24","Case 25","Case 26","Case 27","Case 28","Case 29","Case 30"
"Total","61.1317418282","61.1192187053","61.1084805905","61.1011865389","61.0984618542","373.366303797","321.440549765","275.765207021","243.019395357","231.750524786","1236.27308229","1054.21225228","908.642253554","829.533921304","802.275715469","2478.68372016","2205.13085565","1948.92945393","1825.16944725","1769.67964772","4093.13764015","3755.26459043","3429.16123304","3224.09932664","3136.38367485","6068.57673454","5714.16208027","5352.93865178","5018.02121855","4913.94879194"
