"Time, s","Air Region [Case 28]","Air Region 2 [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/RotorCore [Case 28]","Rotor/Shaft [Case 28]","Stator/Slot1/Wire1 [Case 28]","Stator/Slot1/Wire2 [Case 28]","Stator/Slot1/Wire3 [Case 28]","Stator/Slot1/Wire4 [Case 28]","Stator/Slot2/Wire1 [Case 28]","Stator/Slot2/Wire2 [Case 28]","Stator/Slot2/Wire3 [Case 28]","Stator/Slot2/Wire4 [Case 28]","Stator/Slot3/Wire1 [Case 28]","Stator/Slot3/Wire2 [Case 28]","Stator/Slot3/Wire3 [Case 28]","Stator/Slot3/Wire4 [Case 28]","Stator/Slot4/Wire1 [Case 28]","Stator/Slot4/Wire2 [Case 28]","Stator/Slot4/Wire3 [Case 28]","Stator/Slot4/Wire4 [Case 28]","Stator/Slot5/Wire1 [Case 28]","Stator/Slot5/Wire2 [Case 28]","Stator/Slot5/Wire3 [Case 28]","Stator/Slot5/Wire4 [Case 28]","Stator/Slot6/Wire1 [Case 28]","Stator/Slot6/Wire2 [Case 28]","Stator/Slot6/Wire3 [Case 28]","Stator/Slot6/Wire4 [Case 28]","Stator/Slot7/Wire1 [Case 28]","Stator/Slot7/Wire2 [Case 28]","Stator/Slot7/Wire3 [Case 28]","Stator/Slot7/Wire4 [Case 28]","Stator/Slot8/Wire1 [Case 28]","Stator/Slot8/Wire2 [Case 28]","Stator/Slot8/Wire3 [Case 28]","Stator/Slot8/Wire4 [Case 28]","Stator/Slot9/Wire1 [Case 28]","Stator/Slot9/Wire2 [Case 28]","Stator/Slot9/Wire3 [Case 28]","Stator/Slot9/Wire4 [Case 28]","Stator/Slot10/Wire1 [Case 28]","Stator/Slot10/Wire2 [Case 28]","Stator/Slot10/Wire3 [Case 28]","Stator/Slot10/Wire4 [Case 28]","Stator/Slot11/Wire1 [Case 28]","Stator/Slot11/Wire2 [Case 28]","Stator/Slot11/Wire3 [Case 28]","Stator/Slot11/Wire4 [Case 28]","Stator/Slot12/Wire1 [Case 28]","Stator/Slot12/Wire2 [Case 28]","Stator/Slot12/Wire3 [Case 28]","Stator/Slot12/Wire4 [Case 28]","Stator/StatorCore [Case 28]","Total [Case 28]"
"0.000416666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","94.1912725313","102.537923306","117.169613679","152.051494841","94.761682861","99.577377479","139.966013855","552.368815162","20.5337913523","15.9879344199","38.9605270072","124.943885059","35.4138086286","87.9945967213","166.898579939","327.08152974","174.661987388","179.709991289","190.148631543","211.197366228","171.818354375","172.170901386","173.335677367","193.392708838","94.1677658789","102.514926452","117.145234091","152.030619498","94.7530198428","99.5887645541","139.973608143","552.396681221","20.4536928702","16.0175582348","38.9944055869","125.05025115","35.3480452175","87.89225306","166.724113427","326.874163463","174.732029767","179.63844297","190.218496956","211.123279605","171.885499482","172.097828317","173.400792064","193.317363401","0","7273.21330025"
"0.000420138888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","98.9050885582","108.45231901","125.591321071","179.734339049","98.8897712613","104.955626001","144.551993031","612.454147132","25.2860970127","12.4308075922","26.4469627767","102.142560876","34.9498913413","90.4048042877","172.397924708","333.617031396","175.46813349","183.620260964","198.233939338","228.87601529","169.288990904","169.505223677","170.44128919","201.396546384","98.8828211877","108.431777331","125.568811711","179.71546493","98.882723213","104.965539439","144.55617419","612.462608238","25.1833220072","12.4421682797","26.456463493","102.197407887","34.9104359808","90.3569732001","172.309122266","333.516643167","175.520297417","183.553809301","198.280190233","228.799475569","169.344884439","169.44590522","170.494407502","201.340724213","0","7535.65923475"
"0.000423611111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","103.648101969","114.513175861","135.008849832","212.712318212","103.201272951","110.231836682","148.692382734","655.613123407","32.6573003599","12.1757904901","17.7070449975","83.5017835363","35.0934822003","93.7450448048","178.947744795","341.956473103","177.400462366","189.312157146","208.365314012","250.322211339","166.566556659","166.724900033","167.480257085","200.669780855","103.625185692","114.500264686","134.99019784","212.714511417","103.192775034","110.243005697","148.690242331","655.584212021","32.4673509373","12.1525835539","17.7355193478","83.6283790209","34.9997864697","93.5872168183","178.710843609","341.651166016","177.436216956","189.253175049","208.394300271","250.247178939","166.611331313","166.679119861","167.522374897","200.62733867","0","7811.49164188"
"0.000427083333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.404736739","120.582128406","144.900832549","245.081580524","107.683731654","115.168514537","152.192113861","674.433447436","43.1394219155","15.1285924345","12.0223883152","66.7149251317","35.2165844252","96.7274864065","184.751542934","349.406534821","180.197948995","195.945969397","218.509103305","272.45364005","163.641943093","163.858191441","164.50047829","188.83477733","108.379368843","120.584054755","144.888988273","245.118209482","107.6701586","115.183484015","152.179080013","674.373236676","42.8548897307","15.0422866016","12.0419007737","66.8861634215","35.0686851613","96.4540641365","184.359734519","348.884763714","180.21085677","195.898466602","218.513084424","272.381113804","163.669450754","163.830901118","164.52554795","188.808743149","0","8037.30384728"
"0.000430555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","113.164687178","126.793425741","155.606640518","270.423947182","112.249724442","119.630702154","154.607966016","672.800111795","58.8247101107","22.5084330136","9.57017154208","50.2879674078","35.054518576","98.7309361484","188.950185845","354.704655683","183.972382781","203.483261219","228.515925049","293.736426127","160.5246073","161.017368557","161.91381042","176.24839359","113.136949835","126.809274665","155.600149705","270.481292576","112.230311042","119.650995463","154.586790207","672.747166176","58.5001984814","22.3623139273","9.54776884596","50.4307545602","34.8891321944","98.413355185","188.498594307","354.094391664","183.973896899","203.448643039","228.510135233","293.677481634","160.540226425","161.001482652","161.926239601","176.235318427","0","8224.61382114"
"0.000434027777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117.921020304","133.079449558","166.753492818","288.512612748","116.846882479","123.723522098","156.23056487","649.406650435","80.9050227757","35.5165287033","11.4939759032","35.5970686566","36.699548895","102.595706601","195.36345288","362.968975695","189.752932534","213.673449276","240.521401286","317.219599718","157.247395457","158.265630811","159.992541239","174.008036958","117.894265279","133.101554724","166.747600457","288.576827729","116.824939952","123.746477188","156.206607006","649.352210988","80.5408526676","35.3188278792","11.422032484","35.6822104908","36.5452792255","102.273950794","194.908999228","362.348791704","189.744579911","213.64377425","240.50462615","317.16428691","157.254921811","158.257564159","159.996027559","174.003351875","0","8446.35602312"
"0.0004375","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","122.622031857","138.885386174","176.125839886","300.941983512","121.42958977","127.743741532","158.31160294","604.46931521","106.122291192","52.2168096248","17.4156050692","25.3618465788","39.4703203751","107.246982769","202.561251544","372.221834354","199.204180015","228.335628043","256.401080522","345.389304724","153.822987833","155.616828532","158.845930429","186.950179867","122.596853224","138.911373309","176.117703148","301.001131372","121.405881319","127.768286253","158.286558839","604.43316162","105.784465486","52.0493420633","17.3364794014","25.3864691144","39.3745424103","107.012434052","202.227235691","371.76066886","199.206368637","228.317230371","256.398996616","345.352774275","153.83113731","155.607167961","158.849086897","186.939251197","0","8713.66715178"
"0.000440972222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","127.241461389","144.145185189","183.342347312","303.276303134","125.983472868","131.650995232","160.675073933","548.006447576","130.156885906","68.6817003087","24.5175127751","19.4803271346","41.9750208149","111.160430703","208.525292196","379.749073606","208.605901372","242.524430115","270.576265835","373.731182179","150.281132974","153.081288669","158.605663907","212.499020317","127.215496345","144.177592368","183.334150876","303.348084303","125.956253789","131.678314632","160.64460287","547.96068393","129.583243814","68.3956421885","24.3673689763","19.4726070299","41.813889479","110.823469045","208.054807391","379.100545186","208.585438816","242.501277089","270.546794151","373.680995474","150.278496715","153.082371119","158.597157892","212.506722727","0","8954.17842165"
"0.000444444444444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","131.714345439","148.698510495","188.120635371","295.486338753","130.512296296","135.459791536","163.236846843","487.542181974","150.11787491","81.4929271434","29.6191341743","16.1741696265","43.2035051418","112.873968303","211.302568986","382.806188559","210.699768741","246.350238086","271.615739681","385.398583015","146.646738808","150.775579053","159.64475413","242.901279416","131.689750143","148.729321027","188.104701622","295.540763586","130.48427207","135.487741448","163.206223772","487.508764994","149.567036069","81.2492431326","29.4920627994","16.1575281244","43.0730447558","112.623117346","210.953847939","382.319879112","210.659319933","246.319598944","271.564334433","385.358689409","146.63677129","150.786053087","159.630143996","242.912725795","0","9042.44889931"
"0.000447916666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","136.003875122","152.52561577","190.714211837","284.046330769","135.110120995","139.226476352","165.8916651","428.204979612","164.717552433","88.4535105291","31.0764233461","13.9802502519","44.024067018","113.914155815","212.986907976","384.320919443","207.078050427","242.443059516","264.332804308","382.168604908","142.955058246","148.66763461","161.706250579","271.905672537","135.979973766","152.555106508","190.692191611","284.088435685","135.081121653","139.254660004","165.858693934","428.172509025","164.20316984","88.2338659577","30.963937015","13.9663240647","43.9168285865","113.730010252","212.730827141","383.960370661","207.001121772","242.393935405","264.23137419","382.102745289","142.932796868","148.695294884","161.684477275","271.947267109","0","9010.831236"
"0.000451388888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","140.118960803","155.742930166","191.710599389","275.288764112","139.884482543","143.321690082","169.776841629","371.371461441","157.071468235","79.8441590449","24.7137692686","14.3733733493","43.5212921208","112.772840162","211.540173256","381.688879639","199.804851521","234.050669528","254.080447808","375.141573967","139.162060648","146.383231569","163.414824626","287.278737759","140.091828752","155.778221165","191.685789078","275.332700731","139.850595507","143.351393716","169.732134115","371.324425835","156.060793443","79.497229184","24.5558256344","14.3941176462","43.3366511781","112.467140615","211.113843123","381.10243935","199.646765278","233.961628078","253.876346904","375.018865705","139.113174069","146.446972123","163.376138603","287.392486921","0","8820.56558942"
"0.000454861111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","144.061069424","158.436401366","191.456829563","272.881933935","144.832478937","148.26124078","176.393131654","323.278785199","134.738259363","62.2473144473","16.5956910746","26.206392013","40.5021827975","107.25253236","203.912316888","370.76630509","193.960062205","226.953353638","246.542350319","370.133559227","135.189078718","143.817065826","164.23823765","287.564997999","144.03584734","158.468829244","191.426967686","272.918503419","144.800553936","148.288828186","176.347395808","323.265353832","134.335562691","62.2423598805","16.5888806757","26.1683170303","40.5243897752","107.293634213","203.960642328","370.82342485","193.875894399","226.923347973","246.440424851","370.090772084","135.159194807","143.856802691","164.214275517","287.624428717","0","8579.89620241"
"0.000458333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","147.834857641","160.680336003","189.964065172","276.569013888","150.195587849","154.728030383","185.515856873","287.099226607","116.42822951","48.1000152616","14.1377643803","53.7369635073","37.1777809361","100.966812564","194.987781125","358.204852061","189.271928578","220.767616716","241.086665119","363.627935362","131.018120798","140.658800343","163.693421162","276.711744334","147.812680488","160.70786871","189.930514302","276.584218888","150.168124352","154.746292245","185.458999719","287.044070497","115.821989452","47.9015489812","14.0921951127","53.8452089786","37.0696626147","100.771376301","194.695271704","357.806667798","189.104623633","220.691135532","240.887199156","363.518420592","130.966215237","140.732127926","163.662818198","276.838642864","0","8404.02127946"
"0.000461805555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","151.457645021","162.710263087","187.939610746","282.545372783","155.251836598","160.866887121","203.804036123","285.705390651","107.043894861","41.6556737709","20.0191516529","127.203295512","31.4150575354","89.8259836164","178.940290667","336.080614689","182.225254125","212.943062446","234.894875268","353.458380223","126.625933418","136.857556851","161.586462947","262.60223623","151.428781048","162.743174439","187.898207819","282.559416602","155.222128567","160.892847816","203.6827418","285.56394743","106.513790678","41.477091727","19.9685101658","127.19347015","31.3183075018","89.6405395622","178.653186","335.686337889","182.092227425","212.895121588","234.732773567","353.374325482","126.577408021","136.922827653","161.555559057","262.715788637","0","8384.96727657"
"0.000465277777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","154.929438334","164.74382772","186.295939577","283.039886888","159.55416134","167.290911539","229.068548941","294.254466629","100.261665677","38.659587865","34.7867247431","235.015671467","24.1897471133","74.880319957","156.82520361","305.741027486","175.78984362","207.068513787","231.963186543","345.715996433","122.085833918","132.645008145","158.132711537","247.196379677","154.906775386","164.771816383","186.263351955","283.069082538","159.532375603","167.308546372","228.974180524","294.189156424","100.189789404","38.6916212944","34.7201433842","234.73273545","24.2177077899","74.9343640306","156.892309405","305.833678947","175.796287814","207.109080684","231.974114175","345.747883385","122.071345575","132.656793523","158.116010063","247.214722334","0","8460.04847499"
"0.00046875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","158.257560883","166.821786633","185.329768489","273.847880341","163.50352823","174.433632274","246.054084044","291.229392404","87.5151703984","33.5873856444","51.9291237756","338.839427141","17.237284904","58.4928009878","131.495217161","271.073419299","172.622457047","206.212315866","235.618775478","346.097202004","117.475077325","128.197455959","153.714789411","231.706420153","158.237069058","166.84767398","185.300221654","273.875635189","163.48337157","174.444648923","245.97556835","291.190961122","87.5355673809","33.6475721377","51.8413159331","338.493189661","17.2606525265","58.5612073306","131.591300281","271.211795885","172.671048871","206.272750461","235.683985229","346.158416646","117.474958164","128.189337489","153.706629071","231.697467809","0","8482.64430057"
"0.000472222222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161.424559736","168.929809675","185.002216667","258.403744538","166.935191966","180.58867193","251.626585773","275.753534571","73.633903053","29.0585130426","67.1222312894","419.250324523","12.0940908217","42.7852939018","105.500427981","235.287809418","172.752893162","210.111104758","245.207661983","355.71555234","112.814902507","123.813907734","149.24193055","219.612765026","161.40884044","168.953842864","184.982367109","258.444613233","166.915495738","180.604172804","251.604289719","275.785851004","73.9079656219","29.2161618541","66.9639602705","418.645479578","12.1399440995","42.9445158531","105.77174011","235.689636414","172.907085974","210.241674577","245.418723866","355.886071579","112.841817986","123.760932012","149.23899071","219.531426862","0","8446.47322723"
"0.000475694444444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","164.421275752","171.042129304","185.231410052","237.957567049","169.906073924","184.525914941","247.412921576","251.975201438","61.7984521346","26.1404017736","76.9644842514","463.8739719","9.98374951297","29.6181141909","81.216363408","200.668170079","177.676891327","220.522484677","262.529234594","376.829013501","108.14535189","119.589575028","145.272790618","211.970334236","164.405946216","171.067935671","185.215746641","237.995828195","169.887419476","184.543499572","247.396651173","252.01217873","62.0496618754","26.2624283018","76.8075257487","463.347577357","9.99028702989","29.7179507948","81.4121767953","200.970349718","177.853017327","220.665718294","262.771706064","377.0261963","108.178301573","119.524647237","145.268091775","211.872198666","0","8371.51491769"
"0.000479166666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","167.237967572","173.196242976","186.114720946","219.649412479","172.464079153","186.141624121","236.671620437","226.194800297","51.0360641949","24.0305427477","81.2335071503","484.661581667","11.6642421282","20.1163173208","60.0236210915","167.397527844","187.074836931","237.043095226","286.93327304","408.230287245","103.490868704","115.723864357","142.394326055","210.731626661","167.222516487","173.22314582","186.101881583","219.686284638","172.443157703","186.165347603","236.670020986","226.239643981","51.3273328294","24.1399416429","81.0626777295","484.152625124","11.6397357019","20.1829708346","60.2041543072","167.687217254","187.302461128","237.223120121","287.249307948","408.488866119","103.535340228","115.639578011","142.393746655","210.610312061","0","8320.04743684"
"0.000482638888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","169.868412893","175.354444724","187.495316065","215.844635325","174.619841162","186.370867124","224.252670309","206.654398508","43.264254687","23.1621876047","80.6664794792","503.854215365","17.0697407889","15.4253420583","44.295386138","138.584443907","200.480902083","258.910161538","317.584615424","448.373017571","98.8996849663","112.310238868","140.802235771","215.830544015","169.848801757","175.389204563","187.487291886","215.88995351","174.596190655","186.399772116","224.246601596","206.693209732","43.5438438493","23.2518262617","80.5046551676","503.412581476","17.0142978935","15.4592234193","44.4442080943","138.850344199","200.706772262","259.102426211","317.900488157","448.650451088","98.9353323366","112.222291081","140.776814457","215.693088739","0","8400.99370688"
"0.000486111111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","172.300481579","177.36407532","188.820981425","225.410828659","176.428080326","185.986620863","213.202268369","198.593450573","38.1985061062","23.2032834323","76.1909384515","520.292441505","22.7278982253","15.2954071569","37.2777974913","122.496158674","212.700677789","279.266135695","346.462992406","487.5272206","94.3764887211","109.217117415","139.91712534","224.603492201","172.272559345","177.408465054","188.811179963","225.468586026","176.396796169","186.021174492","213.180604431","198.623656785","38.4099678719","23.2652743471","76.0926838769","520.034748229","22.6899448195","15.2963870479","37.3594417517","122.637356176","212.951096073","279.492070018","346.815186053","487.849892222","94.4075608794","109.118139464","139.869693722","224.437985121","0","8576.77091826"
"0.000489583333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","174.512751964","179.093798144","189.631710437","236.767749732","177.976518658","185.722104162","205.955393556","205.256798","34.7502772498","23.9380171292","70.5154078939","534.467788902","27.1546158267","17.1074670449","35.8981588487","116.384583835","218.762230044","291.479673566","365.861407247","514.673616342","90.2169166825","107.024151289","140.443910669","237.677520158","174.486806059","179.130424858","189.616592448","236.813083623","177.948200022","185.752726325","205.93095772","205.278360828","34.93013223","23.9987902857","70.4173365265","534.243326585","27.0843442025","17.1162044156","35.9917818964","116.599995223","218.911712548","291.632326797","366.074562098","514.89433649","90.2203621748","106.948946181","140.369344194","237.536839729","0","8763.20006084"
"0.000493055555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","176.499734024","180.446564907","189.708634269","238.904615533","179.366953212","185.973784702","203.54476142","225.256449723","32.3027439253","25.4722271437","66.0830721475","538.783505554","31.1146424104","19.6051236526","36.3048304313","113.289086113","217.293673333","293.688265825","373.489470818","527.618594532","86.6153959998","106.050978062","142.599563471","254.595496942","176.462857922","180.498965381","189.690407705","238.97385369","179.327046109","186.013497778","203.503224659","225.284310358","32.445154249","25.5291452652","65.9954226171","538.625686896","31.0319566538","19.6195139268","36.391222762","113.527404042","217.354658931","293.790141035","373.585780902","527.766093479","86.5870474275","105.991871407","142.481830869","254.455566557","0","8889.54082877"
"0.000496527777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","178.246101227","181.460302954","189.120811225","229.263775604","180.624008025","186.687288054","205.13540157","254.206970837","31.2959475815","27.7983249454","63.110063951","521.877856913","34.9214225124","22.4635167002","37.494966502","110.72147971","211.189342943","289.635018407","373.533902572","531.575137844","83.8855619629","106.694039549","146.720523345","274.30456057","178.203422343","181.51771972","189.096967281","229.338633874","180.57852886","186.731128255","205.085064893","254.240757921","31.4052560993","27.857588989","63.0121955107","521.75295137","34.8036351862","22.4895127529","37.5860150057","111.028301454","211.131511012","289.649351111","373.460048369","531.589495367","83.8224236042","106.665569768","146.575724094","274.194732172","0","8943.78286052"
"0.0005","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","179.758459511","182.178394003","188.048736371","215.369015276","181.747409887","187.622177083","209.170258045","286.972399472","31.4070639761","30.8299361223","62.0174861355","486.098629757","38.8661051831","25.6148961373","39.0572536143","107.499394536","201.957343829","281.286852344","368.133767325","528.862394489","82.1095108344","108.806837695","152.2050963","295.748383388","179.705270864","182.248877169","188.019501674","215.460044361","181.691139317","187.674328123","209.100827926","286.985298773","31.5020977317","30.870057519","61.9521263249","486.047027463","38.8020385947","25.6264580709","39.1114698055","107.686856607","202.00360527","281.413195765","368.218235361","529.039808167","82.0454315698","108.743069045","152.042131343","295.592688269","0","8942.94938643"
"0.000503472222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","181.039191612","182.685668376","186.750678828","208.911786559","182.718420526","188.551139377","214.033396522","318.661337812","32.4744138886","34.4498669735","62.7379207921","433.591926783","42.8013246213","28.9865541871","41.0978507133","103.838530821","192.499330383","272.341710774","361.663245734","524.559513202","80.7209568841","111.000710646","156.954448977","314.636925306","180.983876081","182.753200696","186.7135146","208.990970974","182.6612856","188.604323515","213.96334356","318.678016426","32.547164826","34.4838395766","62.6760663556","433.56300551","42.7355080641","28.9981406962","41.1418557925","104.013474529","192.564220145","272.49916114","361.778860883","524.782823671","80.6462833843","110.919125448","156.762068124","314.451735912","0","8915.61871581"
"0.000506944444444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","182.10808928","183.040038783","185.476097796","216.409742513","183.527520035","189.307346893","217.968791119","344.454415855","34.4810027549","38.3843080513","64.6967299535","370.191451736","46.6088777126","32.5292131612","43.6718522214","100.53908413","182.740573491","262.768212132","354.0842835","518.386960906","79.032298463","111.834117953","158.817258212","324.314557524","182.047876257","183.108890455","185.430351042","216.483718716","183.466415706","189.363914382","217.892526395","344.465664837","34.5324922384","38.414783018","64.6355605386","370.189780631","46.5423943868","32.5429240575","43.7073978342","100.70636407","182.723397781","262.827945932","354.074021158","518.468243885","78.9814316678","111.797560942","158.67648552","324.217412954","0","8850.67037858"
"0.000510416666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","182.954213038","183.405261468","184.739509995","236.975357911","184.146647707","189.912809014","219.620379301","359.020527679","37.1808959886","42.5015372635","67.3728314807","303.602453687","49.8281721587","36.1598760876","47.0707006254","99.0761315033","172.869793685","252.946995363","345.826005834","510.99072427","77.8297001266","113.171331749","161.098848395","332.915907888","182.918498159","183.443274178","184.704898151","237.020490271","184.110899902","189.950416507","219.577834005","359.016052018","37.2326145322","42.5167649264","67.3540582141","303.618535181","49.829600722","36.1598326001","47.0788706349","99.1064771687","172.924200547","253.021555283","345.917753302","511.112983216","77.8459282722","113.166800655","161.090033441","332.928852039","0","8782.86383614"
"0.000513888888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183.563883797","183.777137958","184.631387884","262.392029606","184.637825049","190.801905891","219.733073899","354.188237956","40.5232241708","46.3885060775","69.3837976483","244.708865828","52.7503252298","39.8749077053","51.0800960067","99.4861089156","160.221263784","239.086301871","332.364209872","496.65864294","76.0218803161","113.526925364","162.262847628","337.777618533","183.561072024","183.781905501","184.621051099","262.365778161","184.63423087","190.815983004","219.741116173","354.221202469","40.5507199031","46.4058288718","69.3503331155","244.695137862","52.7194097563","39.8826977552","51.095814562","99.5627474149","160.587401007","239.578360468","332.990972491","497.431646683","75.9881090225","113.274451909","161.938440326","337.38030887","0","8653.01572325"
"0.000517361111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183.918823484","184.047909619","184.924543975","281.861234483","185.08550885","192.155639488","221.627785326","330.974391154","44.3941608495","50.0523146635","70.0953786587","197.03252721","55.7306882028","43.7261370575","55.412663416","101.62699654","143.363794909","218.827045602","310.640459987","471.419309545","73.5596084302","113.057362431","163.030498541","340.454901045","183.94006141","184.031210917","184.937622426","281.778203649","185.105249087","192.151373219","221.669296403","331.017499244","44.383936933","50.0830288337","70.028874268","197.0128774","55.6402342466","43.7560833419","55.4413278774","101.808061755","143.868116799","219.542403645","311.537146863","472.565511292","73.4847130673","112.623590977","162.440148367","339.744055957","0","8435.61031144"
"0.000520833333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","184.01511111","184.121382226","185.280202869","290.036907787","185.247477916","192.297737976","220.51122121","309.59340928","48.4432406201","54.1485877567","72.2722901549","158.792351621","58.5744581933","47.7344813844","60.3455123355","106.566938487","127.965666358","200.134031717","290.308765357","447.410614157","70.6273625982","112.330758739","164.604279498","343.531531014","184.050350263","184.092290067","185.309711833","289.957956995","185.281005139","192.279452382","220.562634168","309.6099057","48.4201880895","54.1804869702","72.2153115721","158.788013742","58.5009102892","47.7683207245","60.3620658048","106.719933111","128.332109443","200.641378577","290.97761784","448.261775184","70.6537643804","112.014734178","164.174728445","343.001694209","0","8231.05065947"
"0.000524305555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183.858867473","183.95932646","185.472417768","285.404785582","185.106399756","191.592811699","216.341205243","291.571930743","52.6408289784","58.4827871195","75.3707106284","131.20907353","61.7426626021","51.9199415071","65.568803729","114.426330435","112.630593089","180.981728791","268.874928689","421.544398414","67.0091163423","110.460434613","165.82544549","345.5051349","183.901489802","183.923369358","185.512028901","285.345847625","185.147467589","191.565198592","216.394750042","291.562152523","52.618084547","58.5099716321","75.3361755225","131.214196464","61.7034912139","51.9464928164","65.5682088761","114.511031341","112.881053084","181.295781537","269.336299249","422.109086321","67.1140167391","110.273358439","165.585165831","345.17443129","0","8016.02981292"
"0.000527777777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","183.457720901","183.566212403","185.424910208","270.693659209","184.708804285","190.370201063","210.686483221","279.581475141","57.0112515398","62.8210449338","78.4563094359","112.318296817","65.2573874473","56.2817067231","71.8649766198","128.158691589","97.0759915005","160.813014081","245.590040005","392.974440154","62.5511872654","106.987582663","165.572051558","345.144447774","183.501442936","183.528940118","185.467468516","270.636335141","184.751387437","190.338562309","210.737667898","279.556764506","56.9777406755","62.8531774345","78.4179544023","112.333915523","65.209013523","56.3160346355","71.8639564408","128.25814122","97.2668398288","161.048273337","245.952269008","393.419830754","62.6709510558","106.830816182","165.361428412","344.843775684","0","7795.51057351"
"0.00053125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","182.815327505","182.958478659","185.189915611","254.995650436","184.006063076","188.647040149","204.407127908","272.597964543","61.4955369189","67.0235983619","81.0560306746","100.804028588","68.8087946104","60.954802367","80.0231566091","148.662846737","82.1231976165","140.76461098","221.812149871","363.797093962","57.7113040307","102.643536097","164.101753523","342.637520808","182.858148698","182.921274134","185.232767377","254.945187825","184.047880332","188.6120847","204.452154695","272.561681524","61.4730248136","67.0446908047","81.0280662416","100.810423037","68.7800390435","60.9791005927","80.0206326873","148.721613716","82.3274493328","141.011562085","222.216943061","364.286154733","57.8413066313","102.472667747","163.887651313","342.310349096","0","7600.88038386"
"0.000534722222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","181.9368867","182.1484035","184.742320788","237.206375425","182.986165659","186.605833483","198.135850557","262.081146122","66.1107625734","71.1579776689","83.6509955801","96.1289412524","72.1775205326","66.1069890039","89.8771943628","176.064331065","67.2971101261","119.845922279","196.144115403","332.497567264","52.899205817","98.1134629043","162.128661255","338.078550629","181.977014573","182.112902057","184.783192247","237.161554831","183.025570888","186.570817746","198.176343576","262.041625918","66.0943745287","71.1829032772","83.6344880545","96.1404523678","72.1597495402","66.1276637861","89.8642144969","176.088166708","67.4659349796","120.045155212","196.497904863","332.922553101","53.0365824874","97.9600422914","161.939315527","337.774820708","0","7408.90563372"
