"Time, s","Air Region [Case 28]","Air Region 2 [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/airRegion.2 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet1 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/Magnet2 [Case 28]","Rotor/RotorCore [Case 28]","Rotor/Shaft [Case 28]","Stator/Slot1/Wire1 [Case 28]","Stator/Slot1/Wire2 [Case 28]","Stator/Slot1/Wire3 [Case 28]","Stator/Slot1/Wire4 [Case 28]","Stator/Slot2/Wire1 [Case 28]","Stator/Slot2/Wire2 [Case 28]","Stator/Slot2/Wire3 [Case 28]","Stator/Slot2/Wire4 [Case 28]","Stator/Slot3/Wire1 [Case 28]","Stator/Slot3/Wire2 [Case 28]","Stator/Slot3/Wire3 [Case 28]","Stator/Slot3/Wire4 [Case 28]","Stator/Slot4/Wire1 [Case 28]","Stator/Slot4/Wire2 [Case 28]","Stator/Slot4/Wire3 [Case 28]","Stator/Slot4/Wire4 [Case 28]","Stator/Slot5/Wire1 [Case 28]","Stator/Slot5/Wire2 [Case 28]","Stator/Slot5/Wire3 [Case 28]","Stator/Slot5/Wire4 [Case 28]","Stator/Slot6/Wire1 [Case 28]","Stator/Slot6/Wire2 [Case 28]","Stator/Slot6/Wire3 [Case 28]","Stator/Slot6/Wire4 [Case 28]","Stator/Slot7/Wire1 [Case 28]","Stator/Slot7/Wire2 [Case 28]","Stator/Slot7/Wire3 [Case 28]","Stator/Slot7/Wire4 [Case 28]","Stator/Slot8/Wire1 [Case 28]","Stator/Slot8/Wire2 [Case 28]","Stator/Slot8/Wire3 [Case 28]","Stator/Slot8/Wire4 [Case 28]","Stator/Slot9/Wire1 [Case 28]","Stator/Slot9/Wire2 [Case 28]","Stator/Slot9/Wire3 [Case 28]","Stator/Slot9/Wire4 [Case 28]","Stator/Slot10/Wire1 [Case 28]","Stator/Slot10/Wire2 [Case 28]","Stator/Slot10/Wire3 [Case 28]","Stator/Slot10/Wire4 [Case 28]","Stator/Slot11/Wire1 [Case 28]","Stator/Slot11/Wire2 [Case 28]","Stator/Slot11/Wire3 [Case 28]","Stator/Slot11/Wire4 [Case 28]","Stator/Slot12/Wire1 [Case 28]","Stator/Slot12/Wire2 [Case 28]","Stator/Slot12/Wire3 [Case 28]","Stator/Slot12/Wire4 [Case 28]","Stator/StatorCore [Case 28]","Total [Case 28]"
"0.000704861111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","42.8035074755","14.9902358169","12.0322866166","66.9248753323","34.8487844479","95.7440637423","183.307625074","347.412340596","180.380020916","196.147270445","218.761840962","272.750824772","163.649130682","163.855805701","164.50321527","188.839957652","108.388345819","120.562688615","144.879123382","244.935654882","107.668530167","115.11765269","152.075813862","674.458644536","42.8274338106","15.0158004539","12.0349921892","66.8991784532","34.8554055623","95.7547139027","183.321270187","347.427496013","180.323021605","196.068459829","218.73017486","272.647436506","163.666690005","163.834217163","164.528447785","188.799789569","108.379371773","120.581202106","144.880532608","244.980669253","107.613883804","115.08420329","152.03477367","674.39105061","0","8029.71845446"
"0.000708333333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","58.2935326047","22.223230051","9.53004555036","50.4957836973","34.9222339271","97.9969528426","187.86718516","353.160862486","183.945572128","203.61314161","228.453421717","293.859192677","160.434973891","161.115043428","161.821013793","176.359753779","113.147461997","126.785368109","155.577174356","270.384204347","112.231585474","119.591355111","154.50114193","672.648440998","58.5159876327","22.3731579404","9.52643973755","50.4301530285","34.832262794","97.8885309721","187.650677094","352.916091187","184.316766234","203.716945618","229.050482894","294.151155884","160.633406941","160.902863827","162.021489439","176.145688419","113.143178474","126.803798162","155.597285587","270.485988268","112.189238695","119.553007469","154.447431772","672.439422513","0","8218.69012225"
"0.000711805555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.5238536028","35.327845788","11.4363787751","35.6329156704","37.3014744035","102.751282184","195.483728073","363.053620256","189.634330413","213.650931208","240.235600142","317.130805349","157.144774284","158.378096472","159.88945652","174.131075533","117.904893558","133.076373711","166.74063594","288.573367406","116.828782514","123.694093936","156.116372204","649.080884754","80.7711179001","35.4608032211","11.4480238203","35.6298092369","37.1654223001","102.573413489","195.170313237","362.679577322","190.064822648","213.80859746","240.921081808","317.477561329","157.360136958","158.141137879","160.096111281","173.872654557","117.902320932","133.092663427","166.759068003","288.659620932","116.795487863","123.659140381","156.069556301","648.897170368","0","8448.19718535"
"0.000715277777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","105.884109646","52.1241678651","17.3811852634","25.3427535025","40.0959205436","107.455098055","202.752746774","372.415267134","199.192569652","228.411220249","256.22024885","345.435405806","153.718205703","155.708067466","158.711122054","187.044651941","122.609818019","138.886612385","176.116018521","300.974144844","121.413285536","127.718515176","158.200764113","604.260154234","106.177812165","52.2564286525","17.4090502041","25.3650086962","39.963446843","107.279887193","202.452644939","372.052404306","199.521422542","228.494483486","256.816909342","345.660038372","153.93371015","155.482574132","158.935671666","186.791877497","122.606226485","138.901154881","176.127079113","301.044406326","121.385708688","127.689583441","158.159719884","604.096576886","0","8716.67587922"
"0.00071875","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","130.219412649","68.8493507756","24.6169428983","19.4626104202","42.4820752896","111.367129561","208.720382337","379.960400796","208.875354118","242.925333781","270.76091332","374.215530944","150.174214798","153.148918615","158.443879524","212.522779447","127.23144356","144.144885947","183.330896414","303.316829308","125.968119429","131.635811272","160.578551755","547.814418553","130.455547303","68.896300541","24.6105214412","19.4902224963","42.3238000733","111.135419844","208.358885741","379.501845375","209.096979514","242.956219248","271.256835877","374.341802288","150.373879553","152.949459254","158.662318778","212.30176514","127.223352501","144.158843569","183.328751269","303.357454401","125.94107144","131.615791504","160.541519396","547.713281455","0","8961.35805351"
"0.000722222222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","150.679966529","82.1265199923","29.9752580469","16.2028202914","43.7404019919","113.317194085","211.82710047","383.480213242","210.834004103","246.587050861","271.635310099","385.663012184","146.540396693","150.83324927","159.481201919","242.946493637","131.71614737","148.689892331","188.10860576","295.479300722","130.506047952","135.439512912","163.158109767","487.476346627","150.776555277","81.9555434443","29.8545222718","16.2082228319","43.4938919823","112.924114397","211.262044329","382.730452821","210.989385543","246.570178738","272.036015711","385.690574704","146.725571459","150.658933963","159.690412298","242.758028799","131.68813327","148.713369073","188.074412483","295.495373114","130.460379111","135.445027185","163.121977773","487.482128793","0","9051.24940623"
"0.000725694444444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","165.940909436","89.6857385375","31.7505568293","14.0353739207","44.6958817253","114.73200703","214.028466736","385.716554172","207.06568098","242.635238909","264.222816789","382.384572265","142.806031437","148.787080846","161.526566719","272.047246212","136.037369276","152.510407134","190.749359567","284.045937611","135.129381516","139.178045118","165.837336832","428.159180784","165.664752552","89.1289978786","31.4299122428","14.01698058","44.1687197138","113.849832935","212.815059563","384.066008421","207.490034022","242.734801083","264.90372472","382.540575952","143.066301733","148.52738566","161.795756365","271.732048665","135.955450928","152.565259317","190.638672291","284.060211087","135.019200899","139.244381153","165.7786346","428.300632229","0","9023.20107497"
"0.000729166666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","161.42997961","82.7326769983","26.0850902463","14.1598712997","44.5952726909","114.302441216","213.563457019","384.434736475","199.940667011","234.398092429","254.20583022","375.538119178","139.043796866","146.486209365","163.289816009","287.418440748","140.167712096","155.713207924","191.744646397","275.242600329","139.9150317","143.266704238","169.766592846","371.4965371","159.311040301","81.0911496212","25.2890016252","14.2952889287","43.4558844877","112.393474028","210.947385365","380.866901686","200.026088968","234.264283098","254.466047417","375.372048549","139.230891965","146.344061681","163.517059265","287.342926872","140.050894031","155.790825144","191.580427317","275.251282387","139.74571466","143.366175057","169.693504916","371.838671572","0","8844.46855895"
"0.000732638888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","137.098440515","63.5644588009","17.076880048","25.8203870964","41.0874078072","108.006544549","204.906261666","372.138312047","194.334966526","227.357485674","246.892421316","370.611595296","135.15746547","143.855740829","164.220806633","287.587872311","144.11285978","158.415956345","191.5249279","272.870680719","144.850142208","148.201886285","176.379869916","323.207122086","135.587946811","62.5532259365","16.6999086621","26.1653383183","40.4537828821","106.957013833","203.434433345","370.105071542","193.788024431","227.065334222","246.707026329","370.295387609","135.210595753","143.870644331","164.329502009","287.720952745","143.997861321","158.5008412","191.372667082","272.915924451","144.663029224","148.286240898","176.298641021","323.518511139","0","8589.77839692"
"0.000736111111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","117.506715985","48.4139803197","14.2216826459","53.6286543949","37.3832043568","101.118727734","195.162048282","358.465207666","189.494844761","221.0154812","241.247194302","363.935205878","130.987788572","140.766185078","163.747574724","276.886697535","147.918614129","160.640248365","190.084475865","276.52655761","150.257036227","154.630797149","185.498427279","286.889045578","116.311590417","47.7763459816","14.085070741","54.0374222911","36.9805557996","100.46548703","194.219546718","357.145978744","189.051169414","220.953933225","241.323980197","363.905121295","131.030572168","140.715748667","163.767291827","276.838989343","147.7439478","160.769212226","189.859515547","276.606520747","149.956081318","154.7436215","185.329804601","287.214658448","0","8407.25856168"
"0.000739583333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","108.22498091","41.934763846","20.1308334369","127.621899591","31.5123065617","89.8074233785","178.89836102","336.022828862","182.352199082","213.094160036","234.99105038","353.669688097","126.616692108","136.971377869","161.691346014","262.82061431","151.56484692","162.655238352","188.092985706","282.4695241","155.311376842","160.731763298","203.81490752","285.51099122","106.845361289","41.3338323891","20.0008031229","127.744427911","31.1922974394","89.322997802","178.147360552","334.986827719","182.045802147","213.116310012","235.098920911","353.73705474","126.623478624","136.913300208","161.629419476","262.713378392","151.338135457","162.828494077","187.80861856","282.606495798","154.882599755","160.861186546","203.7303985","286.072007321","0","8388.09166821"
"0.000743055555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","101.870184456","39.0607098266","34.972728469","235.452876559","24.296879097","74.894270204","156.861273797","305.763035274","175.843156381","207.079870701","231.960837949","345.773784076","122.099427511","132.737820761","158.26622025","247.408381869","155.068242188","164.658993005","186.480358097","282.945996767","159.644717501","167.133661962","229.14548106","294.1252418","100.499603229","38.5829268977","34.7879804735","235.330324905","24.1253922921","74.7170713511","156.50186325","305.306574419","175.682281202","207.163742912","232.109821506","345.924230813","122.093094689","132.669475647","158.161792533","247.245999121","154.783649386","164.884548609","186.13487555","283.133336953","159.099017765","167.330924347","229.046080717","294.625647406","0","8463.48440554"
"0.000746527777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","89.1737392595","34.0459245709","52.1145332301","339.237498023","17.3513662757","58.5315769596","131.603844716","271.171400951","172.678430754","206.134443365","235.564504146","346.047027597","117.507902056","128.252122014","153.847226493","231.861834899","158.41590256","166.713069888","185.526942785","273.728062071","163.604607641","174.259790163","246.15296569","291.103849556","87.7513726603","33.5672140908","51.9379264208","339.158431914","17.1806196381","58.3905401938","131.233112556","270.741304661","172.492286102","206.159311845","235.576478045","346.119786182","117.473221081","128.231106103","153.737139852","231.772436961","158.092972016","166.979724655","185.147302581","273.974226181","162.981181914","174.534072147","246.044989563","291.5994482","0","8485.50477122"
"0.00075","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","74.5042053679","29.1236308397","67.4297753853","420.260081382","12.1248469382","42.7440645335","105.479357177","235.201246087","172.764783365","209.8948989","245.001023085","355.488159934","112.849321719","123.852562501","149.360251321","219.73643633","161.544768837","168.840036745","185.142449251","258.295828688","166.989908726","180.439007078","251.646992371","275.605750018","73.6595691585","28.9369929413","67.2334257968","419.900362492","12.0541507699","42.7846879574","105.423619794","235.204323496","172.678332368","209.994184757","245.136357603","355.669135033","112.832849777","123.804229366","149.256887013","219.597181859","161.301323108","169.064268851","184.880526545","258.518494062","166.534265688","180.663727496","251.542773393","275.959280309","0","8446.95033622"
"0.000753472222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","62.2067127936","26.0741201983","77.3312264053","464.994985714","10.0013836549","29.4851756025","81.0165042179","200.290227877","177.795588651","220.405560851","262.455055834","376.71683245","108.187473133","119.604185374","145.382045451","212.054305643","164.502327448","170.978371241","185.319070971","237.874180786","169.932064018","184.41203403","247.405145845","251.895064652","61.7430313336","26.028413113","77.1040923231","464.568127984","9.95289514503","29.6005900184","81.1153268958","200.534125386","177.656355101","220.455706634","262.497379972","376.837675341","108.157675629","119.586005412","145.284963917","211.96646252","164.336153287","171.150902676","185.160634074","238.062845974","169.627788938","184.564898484","247.335632785","252.157760879","0","8371.80508666"
"0.000756944444444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","51.3664872148","23.9881068508","81.5708666918","485.573328057","11.7678004894","19.9460931117","59.7095305154","166.771172338","187.474207563","237.317579788","287.373573032","408.644792924","103.554801053","115.688345931","142.494166026","210.734461121","167.288354446","173.153717977","186.16210554","219.590071564","172.438947716","186.063300118","236.653165786","226.137170624","51.0791116703","23.9923918491","81.3187885923","485.220148724","11.6832376521","20.0833790673","59.8679724126","167.163247116","187.190326468","237.231015629","287.16104169","408.566345038","103.488206198","115.737226932","142.3935873","210.749273732","167.181652645","173.280639222","186.077541114","219.743215414","172.241087018","186.153813286","236.613418902","226.330304251","0","8322.0091184"
"0.000760416666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","43.4989902457","23.1232839253","80.988014864","504.666036857","17.1819986188","15.3271610492","44.1063862121","138.130222809","200.795410356","259.076136487","317.903082077","448.64758718","98.9630171985","112.269617577","140.895267437","215.824514855","169.913808264","175.319552115","187.544209388","215.813616777","174.600005851","186.298182812","224.236044756","206.607353323","43.2712739438","23.1378185506","80.7291480829","504.333582345","17.0463885583","15.4373659772","44.2344042012","138.529186935","200.461510762","258.980264711","317.661018192","448.552429132","98.8892192181","112.331932843","140.794576146","215.858611213","169.811504852","175.438624711","187.460302303","215.95188942","174.41186537","186.375027656","224.176772113","206.752747723","0","8402.35696599"
"0.000763888888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","38.3510958741","23.159358647","76.5544262646","521.417151211","23.1454527674","15.1664993008","36.7722629455","121.313419906","213.36932797","279.849385513","347.277098558","488.334150616","94.4486496376","109.175188498","140.033607548","224.610415809","172.343553564","177.336200204","188.878916962","225.396330924","176.416158507","185.926424833","213.216187385","198.525188722","38.1622879304","23.1930542112","76.2910775344","521.084320589","22.9537562971","15.2676667032","36.884211554","121.763632315","212.941889833","279.71020103","346.947092435","488.174316142","94.357645809","109.260620786","139.922216362","224.671145752","172.236406513","177.455561493","188.785437286","225.530142011","176.227758666","186.001433173","213.139699617","198.646801842","0","8580.62482805"
"0.000767361111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.8704610139","23.9021810499","70.7837524705","535.252734545","27.3641992595","17.0260919024","35.6624762155","115.755691904","219.042628353","291.663530736","366.184894031","514.95687461","90.2788740019","107.020055246","140.575919338","237.758283267","174.561169669","179.059157275","189.692972876","236.764893147","177.976420667","185.657211048","205.976637965","205.204216317","34.7149018848","23.942535641","70.5293927409","534.929848851","27.1554752353","17.1217871922","35.7582668828","116.209304308","218.723080298","291.605482914","365.958896219","514.900054807","90.1908193559","107.085553294","140.450449738","237.782615775","174.444552107","179.183539545","189.585310928","236.902916181","177.784712366","185.741719319","205.888683392","205.332038341","0","8764.91326423"
"0.000770833333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.3776839922","25.4445133196","66.2789222462","539.217663173","31.1707775446","19.546766877","36.2500843613","113.049669592","217.356486327","293.746056447","373.651032539","527.745409306","86.6730493333","106.081035113","142.748901198","254.741568298","176.533650238","180.430036333","189.761159567","238.940656518","179.357302778","185.925891534","203.56623479","225.296141141","32.2441278163","25.4854255139","66.0511642009","538.993988511","30.9609918285","19.636846468","36.3238934397","113.479446059","217.112450716","293.70212255","373.425572445","527.693363003","86.5784238296","106.14242146","142.610265725","254.752759647","176.435311399","180.538520227","189.674403993","239.066771754","179.199792616","185.986302617","203.483722309","225.408216964","0","8890.87699766"
"0.000774305555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.3452983157","27.7871782756","63.2678343108","522.242842569","35.0749255474","22.4238461208","37.4005301787","110.405358862","211.198635477","289.781592301","373.77000531","531.825388705","83.9254675133","106.745286887","146.854641387","274.470360384","178.272070262","181.448254038","189.161935581","229.286930958","180.616404591","186.643606966","205.148824172","254.23641777","31.2264658261","27.8248271039","63.059055252","522.089283853","34.8657019707","22.5085666031","37.4542119033","110.809126416","211.036048484","289.733013738","373.53871224","531.753925413","83.836143829","106.808479038","146.732408301","274.495558728","178.182030587","181.547485287","189.08233924","229.404574855","180.477466539","186.696668752","205.072886452","254.351964361","0","8945.92058125"
"0.000777777777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","31.4383279558","30.8271166437","62.1631854774","486.404798516","39.0357769294","25.5752059912","38.9764643148","107.179497994","201.913876766","281.47445174","368.438463914","529.191191696","82.1459851809","108.845958506","152.326839605","295.897067442","179.775999393","182.177727952","188.086600112","215.39256235","181.737401233","187.587638496","209.185133024","287.011534082","31.3349800463","30.8589111211","61.9674435076","486.304140725","38.8187130737","25.6564489333","39.0183798794","107.577817234","201.814944249","281.326988349","368.085050787","528.95761193","82.078683352","108.949623104","152.277126751","296.015049338","179.69196656","182.269086408","188.010474706","215.498261846","181.61306861","187.634670092","209.124546898","287.148629831","0","8944.82142265"
"0.00078125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","32.4826963995","34.4756386073","62.8748537023","433.731325691","42.8928008371","28.9472106999","41.0964966458","103.714310265","192.331985487","272.433460754","361.855747601","524.766022115","80.7422146965","111.031905821","157.054584861","314.763116701","181.039244427","182.697649226","186.766183198","208.919293656","182.696142756","188.528731855","214.040935796","318.761990043","32.3981903723","34.4867800525","62.6896657369","433.705521806","42.6920752641","29.0180479077","41.127820657","104.073682491","192.286177471","272.219035164","361.415357265","524.410706478","80.6951018337","111.167952471","157.059579621","314.944086091","180.986811363","182.759007771","186.722926787","208.993644266","182.610750503","188.529440825","213.992819302","318.875036687","0","8916.50476003"
"0.000784722222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","34.4717124207","38.4420162496","64.8444574809","370.242748582","46.5842575293","32.4837117454","43.7442673249","100.610011348","182.457495847","262.745881085","354.137915716","518.435687965","79.0069403504","111.798356784","158.816053553","324.305327629","182.088707184","183.06624155","185.466994234","216.405838759","183.489037826","189.298234858","217.962909981","344.597167426","34.4059804678","38.4280284","64.6523260824","370.247670196","46.386543351","32.5443153701","43.7798760226","100.959517332","182.511135184","262.570381736","353.737173216","518.113454725","78.9564868008","111.915896909","158.801329938","324.44886735","182.068488277","183.095193798","185.455564624","216.444674002","183.439467146","189.252642152","217.929486348","344.677666267","0","8850.32413912"
"0.000788194444444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","37.1787225484","42.562743319","67.5253423928","303.538153872","49.6627969004","36.0899263929","47.2711157162","99.426808433","172.486410604","252.703992365","345.653257169","510.72062553","77.786918932","113.069740424","161.052773845","332.814873676","182.93439876","183.425273259","184.716061466","236.946975908","184.11077651","189.91416933","219.645922416","359.249583112","37.125883758","42.5310346494","67.3303408522","303.562935741","49.4764108184","36.1456044759","47.3099344285","99.7602932349","172.627957359","252.598519439","345.330589097","510.483877419","77.722839424","113.148221559","160.990400473","332.889920153","182.93985759","183.426366615","184.727908002","236.954673636","184.089714299","189.834427859","219.623270866","359.298024166","0","8780.41636879"
"0.000791666666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40.5010622262","46.4702679642","69.5390543119","244.568799699","52.6425916427","39.8247512571","51.2279747859","99.7490841348","159.892823291","238.776617392","332.106510602","496.266734749","76.037491801","113.591323559","162.448216725","337.966684231","183.550222131","183.791103226","184.603274417","262.288650411","184.604912776","190.793503202","219.739619805","354.443372546","40.4696103558","46.4286639697","69.3544817006","244.628631717","52.4820400976","39.8724575862","51.2692551461","100.046484882","160.051697578","238.689447494","331.813717188","496.048044696","75.9811883377","113.662869156","162.391722307","338.037833333","183.58019244","183.765202054","184.636426797","262.256061811","184.6072704","190.683863878","219.715533087","354.534360408","0","8650.43170331"
"0.000795138888889","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","44.3452473991","50.1362303529","70.2062511977","196.910358516","55.7019576236","43.7044339605","55.4591308538","101.71950538","143.153890833","218.612082414","310.474218498","471.149226707","73.5950259185","113.195110748","163.298309087","340.754153668","183.910033249","184.061029084","184.901774571","281.719694934","185.057463609","192.150912518","221.634879648","331.153876434","44.3392588289","50.0977926579","70.0530125329","196.964211554","55.5730854223","43.7451035658","55.4964200093","101.968501215","143.27929687","218.531341486","310.206607573","470.937494807","73.5494510645","113.271012164","163.268717594","340.840536039","183.957182811","184.01579528","184.949340122","281.658164353","185.074050368","192.026690345","221.615003129","331.150139867","0","8433.57300686"
"0.000798611111111","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","48.3736458608","54.2515990547","72.3880840222","158.713207459","58.4793403265","47.7214380919","60.4423783422","106.798189288","127.712021442","199.782719726","289.967328619","446.907807688","70.6292242614","112.436909087","164.841128624","343.784220548","183.998257882","184.14506115","185.253394422","289.932718851","185.210498708","192.299997407","220.500630806","309.70674746","48.3976360798","54.1959193486","72.2483047796","158.730277729","58.3780445844","47.7502533666","60.492922339","107.019600459","127.843246193","199.768746413","289.797222055","446.803006162","70.5738263401","112.47064994","164.771775299","343.807895452","184.075386612","184.068362667","185.328972077","289.83795607","185.249911602","192.141244151","220.491335856","309.589130358","0","8228.10817506"
"0.000802083333333","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","52.5930707467","58.5469721092","75.4455810653","131.120855849","61.6302634689","51.9035729355","65.7200102777","114.751409079","112.363181431","180.558770803","268.439990222","420.904391005","67.0401635908","110.63183218","166.158886743","345.875046879","183.853705006","183.972055272","185.459392119","285.309825697","185.090183753","191.599064355","216.364776009","291.651493902","52.6042916141","58.5224583811","75.3372602687","131.155405345","61.5436459432","51.9415285815","65.7465851811","114.939390775","112.466113957","180.548609411","268.290991377","420.808562882","66.995179691","110.666120651","166.105744317","345.906351739","183.913678638","183.911667996","185.517654305","285.230041744","185.124944252","191.487991853","216.381730967","291.577281664","0","8013.70772603"
"0.000805555555556","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","56.9694848409","62.8709447546","78.5108382362","112.254225181","65.1385047741","56.2720912023","72.0410113804","128.536617091","96.8257937178","160.381282699","245.123051055","392.287627383","62.5762063903","107.164009301","165.909818521","345.527723626","183.458964505","183.57259487","185.419729445","270.604813109","184.69872741","190.367718563","210.704744932","279.577516544","56.9686454874","62.871023891","78.4223797713","112.297729668","65.0596924887","56.3174875718","72.0516350923","128.708368643","96.9146787896","160.393426128","245.01663167","392.234996239","62.5312175214","107.18074531","165.844807534","345.534533378","183.506268625","183.524609561","185.465496993","270.542060492","184.729765186","190.289184929","210.733480323","279.519831455","0","7793.45273628"
"0.000809027777778","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","61.4608360263","67.0695994603","81.112268265","100.77782299","68.7119747887","60.9491478104","80.1931652315","149.013071557","81.9273342568","140.377022934","221.394968438","363.159589193","57.7351101966","102.799771524","164.420703568","342.994707945","182.812789454","182.968552934","185.182547195","254.927591367","183.994418577","188.64946427","204.416070455","272.548262004","61.4614566334","67.0690653163","81.0361873655","100.807325767","68.6444906996","60.9921170353","80.2071051661","149.17379765","82.0219371393","140.44027332","221.368051111","363.202525967","57.6772842995","102.772896259","164.305860163","342.929450681","182.86593666","182.914265272","185.233962298","254.864052638","184.030569097","188.570422616","204.451249979","272.455142597","0","7599.09221617"
"0.0008125","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","66.0727711141","71.2246683113","83.7260554582","96.1653142587","72.0542526453","66.1227530767","90.0892947852","176.508598304","67.1344574844","119.494162883","195.758381389","331.894900907","52.8835697289","98.1557915325","162.289896875","338.236128972","181.923531457","182.168693032","184.725383365","237.173702312","182.961838724","186.613071987","198.11831639","261.994623899","66.0803275344","71.2086236096","83.660702941","96.1664984331","72.0043325076","66.1557622734","90.1184331127","176.654766655","67.2165142064","119.573446078","195.766892237","331.976837475","52.8249836872","98.1108614687","162.159165324","338.138749728","181.994361066","182.095758614","184.793849742","237.092837036","183.012193367","186.514613005","198.160665314","261.842057093","0","7406.8133914"
"0.000815972222222","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","70.7858052408","75.6691306525","87.1925958207","97.1380394563","75.3504670379","71.7621827563","101.188998128","213.498717666","52.236671002","96.8413633738","166.686989789","296.574083318","48.349937788","93.8469185079","160.267116514","331.565525317","180.820608717","181.186756247","184.132686783","221.319489916","181.627468236","184.296853541","192.292943463","247.085229784","70.7744381122","75.6648243162","87.1429139946","97.1460006943","75.3079160759","71.7978264757","101.206059514","213.628182739","52.2974634782","96.9217919641","166.711096022","296.671521742","48.2931053037","93.792767377","160.130510471","331.451185894","180.883836578","181.121798937","184.194317502","221.250525568","181.677680746","184.218272396","192.341932088","246.96103635","0","7223.3035834"
"0.000819444444444","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","75.5410342866","80.5143195256","91.4824459817","102.054743109","79.0513784296","77.6107656462","112.508933661","259.73313901","38.8745057199","74.5747707321","136.696956155","260.322718524","44.4325922539","90.491592665","159.166303495","326.149333753","179.509334912","180.108804966","183.540356359","209.35157655","180.049491295","181.886874871","187.142946725","228.21141678","75.5234747683","80.502832403","91.4399016334","102.051497472","79.0183737651","77.6415313374","112.530200465","259.847360508","38.9184563905","74.6568832942","136.737798518","260.438234323","44.3741883353","90.4229655679","159.016782806","326.008481771","179.578041464","180.037856431","183.607373148","209.278024998","180.106847623","181.805732775","187.198130216","228.080482189","0","7077.82778761"
"0.000822916666667","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","80.2293489149","85.7294312646","96.6401064998","108.595986672","83.0465797622","83.182156356","121.512977256","325.991744133","28.0247163605","53.539276195","106.397888788","222.761419525","40.924207327","87.6821294439","158.479767798","321.770204571","178.019090984","178.988538386","183.045724508","200.563470128","178.259526612","179.457113682","182.715946725","207.194604436","80.2113218234","85.705442942","96.6048334603","108.577064641","83.0257449185","83.2028306302","121.535935332","326.088438892","28.0401523773","53.5946910451","106.413808122","222.834094262","40.879654438","87.6348419706","158.367064047","321.665793733","178.095009885","178.909541332","183.119452659","200.481013186","178.325225695","179.370815184","182.779175551","207.061831681","0","6985.27573414"
