"Case Range","1",,,"2",,,"3",,,"4",,,"5",,,"6",,,"7",,,"8"
"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)"
"0.007125","53363737.8424",,"0.002375","50556144.8502",,"0.001425","51110987.039",,"0.00101785714286","53117433.2271",,"0.000791666666667","55621374.0095",,"0.000647727272727","58200504.5155",,"0.000548076923077","60695399.0072",,"0.000475","63064078.6412"
"0.00725","54178772.8953",,"0.00241666666667","50994630.6548",,"0.00145","50214852.9049",,"0.00103571428571","50924721.5849",,"0.000805555555556","52356897.33",,"0.000659090909091","54091316.4557",,"0.000557692307692","55930953.651",,"0.000483333333333","57793962.488"
"0.007375","56050902.2708",,"0.00245833333333","54742546.1057",,"0.001475","54012390.1217",,"0.00105357142857","54188820.813",,"0.000819444444444","54939146.07",,"0.000670454545455","55993596.8718",,"0.000567307692308","57203077.9296",,"0.000491666666667","58496956.3771"
"0.0075","56915743.6464",,"0.0025","58046239.2536",,"0.0015","58413377.1596",,"0.00107142857143","58953012.265",,"0.000833333333333","59715175.991",,"0.000681818181818","60614591.8758",,"0.000576923076923","61588613.0852",,"0.0005","62607948.7187"
"0.007625","54637682.3569",,"0.00254166666667","55922932.623",,"0.001525","57086653.2283",,"0.00108928571429","58294423.2455",,"0.000847222222222","59558980.387",,"0.000693181818182","60833088.9038",,"0.000586538461538","62088920.0866",,"0.000508333333333","63320696.0304"
"0.00775","49855295.7089",,"0.00258333333333","47803694.2647",,"0.00155","48101741.5496",,"0.00110714285714","49269280.0551",,"0.000861111111111","50809475.1528",,"0.000704545454545","52488685.2628",,"0.000596153846154","54195716.8145",,"0.000516666666667","55886216.3268"
"0.007875","45046189.1356",,"0.002625","37653145.5261",,"0.001575","35183550.3311",,"0.001125","34957949.2002",,"0.000875","35851288.4004",,"0.000715909090909","37313458.8846",,"0.000605769230769","39062375.7179",,"0.000525","40953039.5412"
"0.008","42838349.1159",,"0.00266666666667","31393464.768",,"0.0016","25570947.5605",,"0.00114285714286","22988338.3052",,"0.000888888888889","22267544.7665",,"0.000727272727273","22638588.7962",,"0.000615384615385","23666337.1913",,"0.000533333333333","25101125.0658"
"0.008125","43240028.5313",,"0.00270833333333","31007693.8185",,"0.001625","22946377.2639",,"0.00116071428571","18194419.1765",,"0.000902777777778","15645932.5531",,"0.000738636363636","14534105.0408",,"0.000625","14371992.0238",,"0.000541666666667","14855069.0505"
"0.00825","44318815.7674",,"0.00275","33882455.6068",,"0.00165","25245230.5469",,"0.00117857142857","19219593.6693",,"0.000916666666667","15287232.8883",,"0.00075","12873319.374",,"0.000634615384615","11544701.5647",,"0.00055","11002569.7812"
"0.008375","44707100.891",,"0.00279166666667","37046863.9266",,"0.001675","29146754.4681",,"0.00119642857143","22851038.5213",,"0.000930555555556","18242341.0188",,"0.000761363636364","15016510.9541",,"0.000644230769231","12857915.4659",,"0.000558333333333","11517293.0443"
"0.0085","43808865.5409",,"0.00283333333333","38512503.1781",,"0.0017","31919521.0598",,"0.00121428571429","26042188.9946",,"0.000944444444444","21367720.1995",,"0.000772727272727","17836070.6833",,"0.000653846153846","15260784.0406",,"0.000566666666667","13459307.4872"
