,"Case 1","Case 2","Case 3","Case 4","Case 5","Case 6","Case 7","Case 8","Case 9","Case 10","Case 11","Case 12","Case 13","Case 14","Case 15","Case 16","Case 17","Case 18","Case 19","Case 20","Case 21","Case 22","Case 23","Case 24","Case 25","Case 26","Case 27","Case 28","Case 29","Case 30"
"Total","236.146899626","236.096541104","236.053412575","236.023535162","236.01231343","962.519156432","748.911570042","566.797505028","439.989794282","397.045310557","2891.49324859","2120.38354465","1513.60244214","1214.80685138","1118.47380912","5318.52722553","4162.06600263","3049.11230413","2561.56059189","2391.14341704","8172.7723059","6753.4117496","5300.28936595","4468.58639285","4206.00155423","11381.0796938","9859.79669597","8230.19932687","6918.51560204","6585.93471111"
