"Case Range","1",,,"2",,,"3",,,"4",,,"5",,,"6",,,"7",,,"8"
"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)"
"0.005375","-422389.060934",,"0.00179166666667","-1077933.33584",,"0.001075","-1812743.36112",,"0.000767857142857","-2704956.46217",,"0.000597222222222","-3706965.85197",,"0.000488636363636","-4761318.44576",,"0.000413461538462","-5824178.24665",,"0.000358333333333","-6865609.85144"
"0.0055","-510381.036325",,"0.00183333333333","-1235235.52673",,"0.0011","-1880101.07642",,"0.000785714285714","-2616480.85399",,"0.000611111111111","-3454084.97615",,"0.0005","-4359684.37068",,"0.000423076923077","-5297644.56801",,"0.000366666666667","-6239136.54338"
"0.005625","-569225.930434",,"0.001875","-1410750.55147",,"0.001125","-2055779.11309",,"0.000803571428571","-2709684.60039",,"0.000625","-3431506.08569",,"0.000511363636364","-4215780.42209",,"0.000432692307692","-5040667.27775",,"0.000375","-5882947.12839"
"0.00575","-590498.55422",,"0.00191666666667","-1542273.05614",,"0.00115","-2240357.18522",,"0.000821428571429","-2871590.2948",,"0.000638888888889","-3526295.07298",,"0.000522727272727","-4224759.24697",,"0.000442307692308","-4960043.62617",,"0.000383333333333","-5717233.17414"
"0.005875","-527277.385271",,"0.00195833333333","-1526037.89368",,"0.001175","-2293768.28009",,"0.000839285714286","-2945263.9263",,"0.000652777777778","-3577571.7756",,"0.000534090909091","-4228880.78091",,"0.000451923076923","-4905499.01555",,"0.000391666666667","-5601224.3845"
"0.006","-400822.839395",,"0.002","-1350046.9295",,"0.0012","-2162573.20411",,"0.000857142857143","-2847307.34939",,"0.000666666666667","-3483688.27036",,"0.000545454545455","-4116199.87511",,"0.000461538461538","-4760560.17235",,"0.0004","-5417651.05628"
"0.006125","-278963.391309",,"0.00204166666667","-1116493.22629",,"0.001225","-1934128.85946",,"0.000875","-2642724.42737",,"0.000680555555556","-3289196.91961",,"0.000556818181818","-3914804.6718",,"0.000471153846154","-4540449.79974",,"0.000408333333333","-5171586.87586"
"0.00625","-313697.307444",,"0.00208333333333","-1122899.20675",,"0.00125","-1949478.95653",,"0.000892857142857","-2677678.48264",,"0.000694444444444","-3331286.77217",,"0.000568181818182","-3947840.43616",,"0.000480769230769","-4551416.24285",,"0.000416666666667","-5152590.91729"
"0.006375","-577192.863125",,"0.002125","-1587487.29758",,"0.001275","-2511792.12342",,"0.000910714285714","-3301808.72483",,"0.000708333333333","-3984733.18687",,"0.000579545454545","-4602974.43503",,"0.000490384615385","-5187308.81636",,"0.000425","-5755085.80673"
"0.0065","-977029.209402",,"0.00216666666667","-2424393.39927",,"0.0013","-3587142.59279",,"0.000928571428571","-4530927.90914",,"0.000722222222222","-5308554.13322",,"0.000590909090909","-5976039.44",,"0.0005","-6575236.88996",,"0.000433333333333","-7132977.65569"
"0.006625","-1607842.84026",,"0.00220833333333","-3811548.19563",,"0.001325","-5400011.04978",,"0.000946428571429","-6616796.44259",,"0.000736111111111","-7571507.44721",,"0.000602272727273","-8347294.70299",,"0.000509615384615","-9003917.10172",,"0.000441666666667","-9581629.81371"
"0.00675","-2449282.38082",,"0.00225","-5788015.44062",,"0.00135","-8060291.18153",,"0.000964285714286","-9725529.82066",,"0.00075","-10982406.4892",,"0.000613636363636","-11958166.8294",,"0.000519230769231","-12740041.5445",,"0.00045","-13387663.227"
"0.006875","-2761502.23268",,"0.00229166666667","-7025421.00613",,"0.001375","-10082101.1603",,"0.000982142857143","-12364295.5497",,"0.000763888888889","-14102668.9353",,"0.000625","-15451031.3219",,"0.000528846153846","-16517425.1169",,"0.000458333333333","-17378964.6355"
"0.007","-2295555.99675",,"0.00233333333333","-6673135.08017",,"0.0014","-10229301.5097",,"0.001","-13067663.737",,"0.000777777777778","-15334798.5227",,"0.000636363636364","-17157880.2665",,"0.000538461538462","-18639373.6457",,"0.000466666666667","-19858381.1685"
"0.007125","-1555227.27082",,"0.002375","-5324792.48134",,"0.001425","-8890784.44121",,"0.00101785714286","-11986969.8154",,"0.000791666666667","-14611597.7144",,"0.000647727272727","-16823278.4464",,"0.000548076923077","-18691452.5242",,"0.000475","-20279315.168"
"0.00725","-1053033.57031",,"0.00241666666667","-4034119.30913",,"0.00145","-7264043.55311",,"0.00103571428571","-10302967.4303",,"0.000805555555556","-13028784.4821",,"0.000659090909091","-15428892.1321",,"0.000557692307692","-17530963.6061",,"0.000483333333333","-19373959.302"
"0.007375","-896758.805973",,"0.00245833333333","-3344899.16786",,"0.001475","-6184853.86343",,"0.00105357142857","-9013835.6967",,"0.000819444444444","-11664605.1008",,"0.000670454545455","-14080513.5987",,"0.000567307692308","-16257840.2435",,"0.000491666666667","-18214209.3924"
"0.0075","-709872.895943",,"0.0025","-2768340.01562",,"0.0015","-5288281.71729",,"0.00107142857143","-7908730.6715",,"0.000833333333333","-10447082.1626",,"0.000681818181818","-12823282.7794",,"0.000576923076923","-15012320.3729",,"0.0005","-17016059.6009"
"0.007625","-924032.446947",,"0.00254166666667","-2962424.17504",,"0.001525","-5313442.85419",,"0.00108928571429","-7770310.09289",,"0.000847222222222","-10184830.9541",,"0.000693181818182","-12479689.0093",,"0.000586538461538","-14623086.2008",,"0.000508333333333","-16608939.095"
"0.00775","-1793787.17254",,"0.00258333333333","-4589429.50878",,"0.00155","-7165223.79417",,"0.00110714285714","-9655920.68125",,"0.000861111111111","-12033302.079",,"0.000704545454545","-14267016.5078",,"0.000596153846154","-16344411.2464",,"0.000516666666667","-18267093.9131"
"0.007875","-2142144.75575",,"0.002625","-5700295.39136",,"0.001575","-8771939.74498",,"0.001125","-11574452.3978",,"0.000875","-14154209.4979",,"0.000715909090909","-16523338.6944",,"0.000605769230769","-18692998.131",,"0.000525","-20678281.5979"
"0.008","-1701209.36381",,"0.00266666666667","-5255704.00949",,"0.0016","-8610484.08026",,"0.00114285714286","-11729828.1399",,"0.000888888888889","-14608729.8123",,"0.000727272727273","-17249297.8341",,"0.000615384615385","-19661177.8824",,"0.000533333333333","-21861283.8928"
"0.008125","-1536601.06833",,"0.00270833333333","-4819458.58251",,"0.001625","-8132000.92748",,"0.00116071428571","-11328286.4908",,"0.000902777777778","-14343390.3313",,"0.000738636363636","-17149189.5258",,"0.000625","-19738985.754",,"0.000541666666667","-22119567.3978"
"0.00825","-1208503.25565",,"0.00275","-4087785.86669",,"0.00165","-7217040.937",,"0.00117857142857","-10365826.5299",,"0.000916666666667","-13415773.6044",,"0.00075","-16306787.9038",,"0.000634615384615","-19013302.1769",,"0.00055","-21529646.8104"
"0.008375","-300157.418559",,"0.00279166666667","-2202990.56162",,"0.001675","-4872377.53921",,"0.00119642857143","-7822217.14348",,"0.000930555555556","-10822622.625",,"0.000761363636364","-13754153.7183",,"0.000644230769231","-16557615.9733",,"0.000558333333333","-19205852.5297"
"0.0085","262089.570375",,"0.00283333333333","-528887.139792",,"0.0017","-2436258.33635",,"0.00121428571429","-4906083.17338",,"0.000944444444444","-7622432.47668",,"0.000772727272727","-10404811.5509",,"0.000653846153846","-13152729.5618",,"0.000566666666667","-15810726.4933"
"0.008625","203040.404758",,"0.002875","11497.2674819",,"0.001725","-1181672.31437",,"0.00123214285714","-3057243.78123",,"0.000958333333333","-5320575.22974",,"0.000784090909091","-7772259.57482",,"0.000663461538462","-10286824.1222",,"0.000575","-12788025.1598"
"0.00875","-32571.3028436",,"0.00291666666667","-127949.81651",,"0.00175","-885814.537563",,"0.00125","-2280310.88469",,"0.000972222222222","-4109927.86206",,"0.000795454545455","-6198290.45493",,"0.000673076923077","-8418130.45781",,"0.000583333333333","-10685488.039"
"0.008875","-362135.884808",,"0.00295833333333","-713495.257576",,"0.001775","-1326292.47283",,"0.00126785714286","-2420819.08321",,"0.000986111111111","-3917495.48436",,"0.000806818181818","-5688711.45625",,"0.000682692307692","-7625181.72426",,"0.000591666666667","-9646613.56021"
"0.009","-641049.437123",,"0.003","-1406450.28199",,"0.0018","-2108357.82126",,"0.00128571428571","-3098253.50526",,"0.001","-4405636.12141",,"0.000818181818182","-5960612.47449",,"0.000692307692308","-7681667.92699",,"0.0006","-9500777.65801"
"0.009125","-871490.922162",,"0.00304166666667","-2093522.85335",,"0.001825","-3031285.93264",,"0.00130357142857","-4069079.34426",,"0.00101388888889","-5316603.35201",,"0.000829545454545","-6758523.42919",,"0.000701923076923","-8343981.70155",,"0.000608333333333","-10021751.1904"
"0.00925","-757745.668196",,"0.00308333333333","-2159670.99875",,"0.00185","-3320503.73606",,"0.00132142857143","-4486499.97332",,"0.00102777777778","-5780307.93623",,"0.000840909090909","-7216229.27812",,"0.000711538461538","-8765984.56001",,"0.000616666666667","-10392049.2674"
"0.009375","-346733.655048",,"0.003125","-1478228.85788",,"0.001875","-2655774.84849",,"0.00133928571429","-3882547.765",,"0.00104166666667","-5224298.30103",,"0.000852272727273","-6689966.27384",,"0.000721153846154","-8256007.73092",,"0.000625","-9890050.29103"
"0.0095","-89307.1395058",,"0.00316666666667","-810638.146724",,"0.0019","-1806081.77988",,"0.00135714285714","-2945238.36574",,"0.00105555555556","-4232905.07174",,"0.000863636363636","-5659031.21008",,"0.000730769230769","-7195118.30812",,"0.000633333333333","-8807372.65933"
"0.009625","385580.208347",,"0.00320833333333","283051.920675",,"0.001925","-379102.045407",,"0.001375","-1327759.31752",,"0.00106944444444","-2493847.87155",,"0.000875","-3836965.04906",,"0.000740384615385","-5315528.63964",,"0.000641666666667","-6889456.93337"
"0.00975","704716.227765",,"0.00325","1247183.05142",,"0.00195","1047036.27014",,"0.00139285714286","418705.702816",,"0.00108333333333","-514659.902349",,"0.000886363636364","-1682728.59246",,"0.00075","-3028028.24706",,"0.00065","-4501136.13237"
"0.009875","616458.520193",,"0.00329166666667","1464508.13543",,"0.001975","1667366.5912",,"0.00141071428571","1399465.81598",,"0.00109722222222","774382.950196",,"0.000897727272727","-131557.19508",,"0.000759615384615","-1254748.40126",,"0.000658333333333","-2540313.94518"
"0.01","358772.994392",,"0.00333333333333","1153089.26558",,"0.002","1559223.25385",,"0.00142857142857","1555342.88164",,"0.00111111111111","1200493.18593",,"0.000909090909091","552303.782749",,"0.000769230769231","-332537.042382",,"0.000666666666667","-1401768.71061"
"0.010125","-91843.17064",,"0.003375","305422.952057",,"0.002025","684210.464584",,"0.00144642857143","803527.719889",,"0.001125","635230.590323",,"0.000920454545455","199088.376073",,"0.000778846153846","-468487.099783",,"0.000675","-1325296.5825"
"0.01025","-608674.825698",,"0.00341666666667","-856730.484764",,"0.00205","-733158.3254",,"0.00146428571429","-662806.741981",,"0.00113888888889","-770180.2075",,"0.000931818181818","-1085287.52451",,"0.000788461538462","-1599638.36584",,"0.000683333333333","-2287883.6977"
"0.010375","-1123502.58598",,"0.00345833333333","-2165522.3924",,"0.002075","-2481129.36435",,"0.00148214285714","-2620324.51139",,"0.00115277777778","-2797318.20449",,"0.000943181818182","-3095469.47488",,"0.000798076923077","-3539166.425",,"0.000691666666667","-4123611.08991"
"0.0105","-1014012.71852",,"0.0035","-2429795.05649",,"0.0021","-3150719.30993",,"0.0015","-3584534.55925",,"0.00116666666667","-3955342.73411",,"0.000954545454545","-4369666.00031",,"0.000807692307692","-4872748.90593",,"0.0007","-5475675.76138"
"0.010625","-68658.635867",,"0.00354166666667","-855612.957219",,"0.002125","-1537532.64824",,"0.00151785714286","-2086766.41082",,"0.00118055555556","-2606812.29053",,"0.000965909090909","-3166423.40571",,"0.000817307692308","-3799039.76173",,"0.000708333333333","-4513621.57173"
"0.01075","597048.685343",,"0.00358333333333","756903.911003",,"0.00215","529187.017765",,"0.00153571428571","198819.810105",,"0.00119444444444","-217825.199263",,"0.000977272727273","-735203.595772",,"0.000826923076923","-1359802.76684",,"0.000716666666667","-2087158.3627"
"0.010875","831420.72197",,"0.003625","1626501.5258",,"0.002175","1866937.35173",,"0.00155357142857","1864546.09723",,"0.00120833333333","1686872.91008",,"0.000988636363636","1349710.67708",,"0.000836538461538","864146.393754",,"0.000725","244541.276524"
"0.011","1509247.4595",,"0.00366666666667","3161558.68252",,"0.0022","3919773.9036",,"0.00157142857143","4254431.83902",,"0.00122222222222","4312754.02653",,"0.001","4149645.9167",,"0.000846153846154","3796779.94705",,"0.000733333333333","3280298.61225"
"0.011125","1660956.3116",,"0.00370833333333","3956745.48631",,"0.002225","5281016.55694",,"0.00158928571429","6057480.18216",,"0.00123611111111","6465249.80216",,"0.00101136363636","6584974.18943",,"0.000855769230769","6464917.73385",,"0.000741666666667","6142217.99936"
"0.01125","996105.108004",,"0.00375","3117809.05369",,"0.00225","4717858.98603",,"0.00160714285714","5860440.99575",,"0.00125","6640805.32831",,"0.00102272727273","7115402.9513",,"0.000865384615385","7324928.25374",,"0.00075","7304399.51489"
"0.011375","441875.306198",,"0.00379166666667","1964773.52155",,"0.002275","3444163.44805",,"0.001625","4671368.12755",,"0.00126388888889","5631782.45915",,"0.00103409090909","6332905.07225",,"0.000875","6790049.7405",,"0.000758333333333","7023858.69804"
"0.0115","157233.986868",,"0.00383333333333","1128857.91631",,"0.0023","2322099.02916",,"0.00164285714286","3442034.87164",,"0.00127777777778","4405165.79865",,"0.00104545454545","5178929.55014",,"0.000884615384615","5753423.51672",,"0.000766666666667","6133098.27385"
"0.011625","-194390.651954",,"0.003875","226983.392044",,"0.002325","1087204.53813",,"0.00166071428571","2029103.61841",,"0.00129166666667","2918366.49172",,"0.00105681818182","3690227.12873",,"0.000894230769231","4312900.71182",,"0.000775","4775441.96302"
"0.01175","-204048.836842",,"0.00391666666667","-88461.8132067",,"0.00235","475074.840976",,"0.00167857142857","1198542.12999",,"0.00130555555556","1942346.48414",,"0.00106818181818","2628922.20315",,"0.000903846153846","3213956.7543",,"0.000783333333333","3675613.73789"
"0.011875","301717.620225",,"0.00395833333333","693375.090347",,"0.002375","1214785.59656",,"0.00169642857143","1818515.76194",,"0.00131944444444","2433343.37275",,"0.00107954545455","3005118.46534",,"0.000913461538462","3496991.17063",,"0.000791666666667","3887537.30886"
"0.012","1064648.95076",,"0.004","2283039.15264",,"0.0024","3140432.6144",,"0.00171428571429","3866751.29372",,"0.00133333333333","4502898.68696",,"0.00109090909091","5047631.5088",,"0.000923076923077","5490755.58498",,"0.0008","5824300.70619"
"0.012125","1380657.39362",,"0.00404166666667","3349704.3771",,"0.002425","4740213.70638",,"0.00173214285714","5823348.65477",,"0.00134722222222","6698813.00973",,"0.00110227272727","7405871.13636",,"0.000932692307692","7960251.45195",,"0.000808333333333","8370219.5811"
"0.01225","1041437.76334",,"0.00408333333333","3102117.66032",,"0.00245","4834538.42157",,"0.00175","6276935.25527",,"0.00136111111111","7479658.23783",,"0.00111363636364","8474675.77129",,"0.000942307692308","9280217.34661",,"0.000816666666667","9909501.45901"
"0.012375","699816.567125",,"0.004125","2422118.57915",,"0.002475","4148273.12016",,"0.00176785714286","5728359.12921",,"0.001375","7128554.97591",,"0.001125","8343606.77198",,"0.000951923076923","9374971.21746",,"0.000825","10227202.1153"
"0.0125","520537.092653",,"0.00416666666667","1845493.3386",,"0.0025","3360072.842",,"0.00178571428571","4877877.54749",,"0.00138888888889","6309421.01162",,"0.00113636363636","7613389.09704",,"0.000961538461538","8769484.77827",,"0.000833333333333","9768445.16769"
"0.012625","383352.024303",,"0.00420833333333","1348497.94338",,"0.002525","2575282.38054",,"0.00180357142857","3918706.03817",,"0.00140277777778","5267902.38846",,"0.00114772727273","6557078.79276",,"0.000971153846154","7746976.04255",,"0.000841666666667","8814875.1057"
"0.01275","344230.902503",,"0.00425","1063572.47183",,"0.00255","2004116.10416",,"0.00182142857143","3117067.51315",,"0.00141666666667","4306147.34347",,"0.00115909090909","5497381.41867",,"0.000980769230769","6639983.97605",,"0.00085","7701240.60399"
