"Case Range","1",,,"2",,,"3",,,"4"
"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)",,"Time, s","R4_ (Z)"
"0.033125","1667599.85522",,"0.0110416666667","1953693.33315",,"0.006625","1406664.07626",,"0.00473214285714","271440.957708"
"0.03325","2782660.87898",,"0.0110833333333","3673577.81795",,"0.00665","3107668.70535",,"0.00475","1855887.01672"
"0.033375","3400316.40193",,"0.011125","5323817.98552",,"0.006675","5056740.37761",,"0.00476785714286","3861705.03681"
"0.0335","4174801.94267",,"0.0111666666667","7193830.58234",,"0.0067","7352370.29853",,"0.00478571428571","6305178.76343"
"0.033625","4535977.33031",,"0.0112083333333","8791962.96187",,"0.006725","9617735.40265",,"0.00480357142857","8901827.72193"
"0.03375","3609235.87595",,"0.01125","8910268.29053",,"0.00675","10718442.1188",,"0.00482142857143","10666984.0892"
"0.033875","2580248.59029",,"0.0112916666667","8130451.22358",,"0.006775","10735361.1415",,"0.00483928571429","11391872.8616"
"0.034","1902572.03728",,"0.0113333333333","7169247.54419",,"0.0068","10225624.8722",,"0.00485714285714","11430914.2639"
"0.034125","1506967.12203",,"0.011375","6294617.1254",,"0.006825","9543753.60414",,"0.004875","11120746.3322"
"0.03425","1622893.64716",,"0.0114166666667","5905690.21101",,"0.00685","9119890.25132",,"0.00489285714286","10870581.4396"
"0.034375","2390887.78414",,"0.0114583333333","6396004.61475",,"0.006875","9428381.36628",,"0.00491071428571","11163466.0851"
"0.0345","3655670.1664",,"0.0115","7864917.71132",,"0.0069","10737256.5256",,"0.00492857142857","12354092.8368"
"0.034625","4547187.72196",,"0.0115416666667","9527027.31819",,"0.006925","12545111.0107",,"0.00494642857143","14171828.6219"
"0.03475","4533895.77725",,"0.0115833333333","10455285.0091",,"0.00695","13978295.0601",,"0.00496428571429","15888920.1857"
"0.034875","3971884.00303",,"0.011625","10518482.5318",,"0.006975","14653976.188",,"0.00498214285714","17026223.4698"
"0.035","3157365.02568",,"0.0116666666667","9901886.881",,"0.007","14570543.5029",,"0.005","17446296.1978"
"0.035125","2140309.91814",,"0.0117083333333","8700503.21028",,"0.007025","13766659.0783",,"0.00501785714286","17120011.6415"
"0.03525","1094176.9095",,"0.01175","7108821.82184",,"0.00705","12380935.813",,"0.00503571428571","16124804.3497"
"0.035375","201389.190217",,"0.0117916666667","5401219.0488",,"0.007075","10660231.4754",,"0.00505357142857","14657501.6841"
"0.0355","-492901.811693",,"0.0118333333333","3761594.20041",,"0.0071","8822225.87146",,"0.00507142857143","12929470.6783"
"0.035625","-1009926.83328",,"0.011875","2274248.97151",,"0.007125","7005304.05809",,"0.00508928571429","11100639.5026"
"0.03575","-1351910.56756",,"0.0119166666667","996072.501319",,"0.00715","5307450.27962",,"0.00510714285714","9291821.46705"
"0.035875","-1487375.90287",,"0.0119583333333","-1931.100888",,"0.007175","3825659.26707",,"0.005125","7615125.6295"
"0.036","-1423091.81352",,"0.012","-676133.096015",,"0.0072","2635557.78305",,"0.00514285714286","6164919.2279"
"0.036125","-1175878.80315",,"0.0120416666667","-1003093.37604",,"0.007225","1791994.03464",,"0.00516071428571","5016022.2865"
"0.03625","-706202.066732",,"0.0120833333333","-908829.624048",,"0.00725","1386974.20782",,"0.00517857142857","4269567.71847"
"0.036375","-45242.1748559",,"0.012125","-359775.779321",,"0.007275","1495780.5834",,"0.00519642857143","4023282.42835"
"0.0365","611110.753027",,"0.0121666666667","489047.733096",,"0.0073","2039663.83559",,"0.00521428571429","4255835.03944"
"0.036625","1282845.33841",,"0.0122083333333","1588560.84484",,"0.007325","2972737.60465",,"0.00523214285714","4940585.21881"
"0.03675","2077826.66408",,"0.01225","3018960.1143",,"0.00735","4357403.44586",,"0.00525","6131881.38428"
"0.036875","2438855.3398",,"0.0122916666667","4247472.86794",,"0.007375","5793952.45243",,"0.00526785714286","7542206.99946"
"0.037","1866287.94141",,"0.0123333333333","4461542.01623",,"0.0074","6496620.6034",,"0.00528571428571","8485346.55011"
"0.037125","829530.671585",,"0.012375","3668083.53986",,"0.007425","6190346.6038",,"0.00530357142857","8555223.29982"
"0.03725","-70052.4757574",,"0.0124166666667","2429762.54747",,"0.00745","5191929.65409",,"0.00532142857143","7865768.81904"
"0.037375","-413826.916824",,"0.0124583333333","1420949.02884",,"0.007475","4098209.24677",,"0.00533928571429","6878342.05014"
"0.0375","-344801.34344",,"0.0125","856692.329835",,"0.0075","3259062.52696",,"0.00535714285714","5968033.56086"
"0.037625","115288.93232",,"0.0125416666667","866104.357029",,"0.007525","2903137.08577",,"0.005375","5411349.13048"
"0.03775","1457742.69095",,"0.0125833333333","2073204.62804",,"0.00755","3634157.51584",,"0.00539285714286","5765810.15208"
"0.037875","2588536.93502",,"0.012625","3783392.34009",,"0.007575","5143731.05467",,"0.00541071428571","6968822.19361"
"0.038","2842277.09197",,"0.0126666666667","4990327.59915",,"0.0076","6575664.94938",,"0.00542857142857","8371198.26838"
"0.038125","3130454.0184",,"0.0127083333333","6104132.57775",,"0.007625","8021244.09169",,"0.00544642857143","9911265.55734"
"0.03825","2860168.54369",,"0.01275","6549074.93467",,"0.00765","8954075.84381",,"0.00546428571429","11115492.6009"
"0.038375","1684173.43315",,"0.0127916666667","5678530.83164",,"0.007675","8658381.4412",,"0.00548214285714","11274856.2925"
"0.0385","450302.376206",,"0.0128333333333","4055169.38765",,"0.0077","7354188.02047",,"0.0055","10373567.4376"
"0.038625","-230690.918713",,"0.012875","2550921.91433",,"0.007725","5779417.54562",,"0.00551785714286","8963637.47445"
"0.03875","-374931.114559",,"0.0129166666667","1572708.06382",,"0.00775","4471345.10062",,"0.00553571428571","7585282.17397"
"0.038875","-254498.881661",,"0.0129583333333","1082299.98683",,"0.007775","3579368.89613",,"0.00555357142857","6492478.69067"
"0.039","110203.900228",,"0.013","1083207.10592",,"0.0078","3185100.0166",,"0.00557142857143","5829860.83478"
"0.039125","542320.655821",,"0.0130416666667","1421913.90743",,"0.007825","3215098.08804",,"0.00558928571429","5594719.4908"
"0.03925","680406.658427",,"0.0130833333333","1671166.53949",,"0.00785","3321900.18779",,"0.00560714285714","5528409.49259"
"0.039375","493382.726446",,"0.013125","1587864.92864",,"0.007875","3212246.96445",,"0.005625","5346510.72223"
"0.0395","168569.792827",,"0.0131666666667","1215931.13146",,"0.0079","2822624.6074",,"0.00564285714286","4927276.67562"
"0.039625","-284736.135006",,"0.0132083333333","556518.062532",,"0.007925","2115923.94838",,"0.00566071428571","4201626.32268"
"0.03975","-740730.166058",,"0.01325","-268179.504975",,"0.00795","1167245.27514",,"0.00567857142857","3202642.85212"
"0.039875","-892678.514741",,"0.0132916666667","-883292.185294",,"0.007975","297265.806128",,"0.00569642857143","2186235.58492"
"0.04","-747920.096465",,"0.0133333333333","-1102822.274",,"0.008","-243965.860098",,,
"0.040125","-563717.075882",,"0.013375","-1074312.36731",,"0.008025","-485198.778111",,,
"0.04025","-347704.955561",,"0.0134166666667","-855842.450871",,"0.00805","-462417.867388",,,
"0.040375","-224245.977276",,"0.0134583333333","-603751.262135",,"0.008075","-303275.187136",,,
"0.0405","-584101.007752",,"0.0135","-805556.59087",,"0.0081","-440510.403412",,,
"0.040625","-1667600.05502",,"0.0135416666667","-1953648.21531",,"0.008125","-1406694.65186",,,
"0.04075","-2782662.10967",,"0.0135833333333","-3673553.51212",,"0.00815","-3107660.29354",,,
"0.040875","-3400316.13423",,"0.013625","-5323786.36992",,"0.008175","-5056741.20091",,,
"0.041","-4174802.46748",,"0.0136666666667","-7193806.096",,"0.0082","-7352372.21863",,,
"0.041125","-4535975.96225",,"0.0137083333333","-8791952.53245",,"0.008225","-9617758.94623",,,
"0.04125","-3609237.86746",,"0.01375","-8910221.09963",,"0.00825","-10718446.1181",,,
"0.041375","-2580249.08276",,"0.0137916666667","-8130412.21969",,"0.008275","-10735314.3139",,,
"0.0415","-1902572.4796",,"0.0138333333333","-7169252.62582",,"0.0083","-10225563.2168",,,
"0.041625","-1506966.86732",,"0.013875","-6294664.42158",,"0.008325","-9543715.70785",,,
"0.04175","-1622893.61713",,"0.0139166666667","-5905714.62742",,"0.00835","-9119875.83481",,,
"0.041875","-2390888.06419",,"0.0139583333333","-6396018.9497",,"0.008375","-9428383.57982",,,
"0.042","-3655669.75966",,"0.014","-7864943.38303",,"0.0084","-10737293.8619",,,
"0.042125","-4547187.37323",,"0.0140416666667","-9527054.82819",,"0.008425","-12545159.6813",,,
"0.04225","-4533895.61437",,"0.0140833333333","-10455310.6952",,"0.00845","-13978317.546",,,
"0.042375","-3971884.01044",,"0.014125","-10518507.473",,"0.008475","-14653984.208",,,
"0.0425","-3157364.17878",,"0.0141666666667","-9901871.75015",,"0.0085","-14570561.8524",,,
"0.042625","-2140309.91891",,"0.0142083333333","-8700490.15728",,"0.008525","-13766657.2221",,,
"0.04275","-1094177.08877",,"0.01425","-7108828.61797",,"0.00855","-12380920.0821",,,
"0.042875","-201389.454384",,"0.0142916666667","-5401220.23238",,"0.008575","-10660233.3188",,,
"0.043","492902.925638",,"0.0143333333333","-3761601.31368",,"0.0086","-8822209.17293",,,
"0.043125","1009927.19358",,"0.014375","-2274273.3404",,"0.008625","-7005288.44091",,,
"0.04325","1351910.21763",,"0.0144166666667","-996075.084526",,"0.00865","-5307438.54634",,,
"0.043375","1487377.93651",,"0.0144583333333","1922.01361117",,"0.008675","-3825655.87391",,,
"0.0435","1423090.92838",,"0.0145","676138.947427",,"0.0087","-2635561.51929",,,
"0.043625","1175877.22352",,"0.0145416666667","1003156.54806",,"0.008725","-1791990.90889",,,
"0.04375","706201.746957",,"0.0145833333333","908869.33904",,"0.00875","-1386973.16212",,,
"0.043875","45241.5924336",,"0.014625","359797.542812",,"0.008775","-1495787.2223",,,
"0.044","-611110.818245",,"0.0146666666667","-489027.475648",,"0.0088","-2039654.26668",,,
"0.044125","-1282846.32336",,"0.0147083333333","-1588573.42544",,"0.008825","-2972735.05728",,,
"0.04425","-2077826.73208",,"0.01475","-3018978.16734",,,,,,
"0.044375","-2438855.1864",,"0.0147916666667","-4247468.74677",,,,,,
"0.0445","-1866286.4963",,"0.0148333333333","-4461545.37457",,,,,,
"0.044625","-829530.709372",,"0.014875","-3668100.75954",,,,,,
"0.04475","70052.201142",,"0.0149166666667","-2429779.65732",,,,,,
"0.044875","413826.846811",,"0.0149583333333","-1420944.86795",,,,,,
"0.045","344800.973551",,"0.015","-856701.443964",,,,,,
"0.045125","-115287.311377",,"0.0150416666667","-866112.864729",,,,,,
"0.04525","-1457739.43514",,"0.0150833333333","-2073204.65195",,,,,,
"0.045375","-2588535.99361",,"0.015125","-3783340.56744",,,,,,
"0.0455","-2842278.59769",,"0.0151666666667","-4990288.17492",,,,,,
"0.045625","-3130456.20948",,"0.0152083333333","-6104119.76184",,,,,,
"0.04575","-2860172.71042",,"0.01525","-6549073.08529",,,,,,
"0.045875","-1684173.39379",,"0.0152916666667","-5678537.04724",,,,,,
"0.046","-450301.333241",,"0.0153333333333","-4055062.69924",,,,,,
"0.046125","230691.094626",,"0.015375","-2550945.59758",,,,,,
"0.04625","374931.35886",,"0.0154166666667","-1572832.25081",,,,,,
"0.046375","254494.122315",,"0.0154583333333","-1082434.97338",,,,,,
"0.0465","-110203.083485",,"0.0155","-1083325.52925",,,,,,
"0.046625","-542319.344127",,"0.0155416666667","-1421904.12341",,,,,,
"0.04675","-680407.446523",,"0.0155833333333","-1671128.02476",,,,,,
"0.046875","-493381.854669",,"0.015625","-1587836.05932",,,,,,
"0.047","-168568.978223",,"0.0156666666667","-1215879.80571",,,,,,
"0.047125","284736.88683",,"0.0157083333333","-556469.576979",,,,,,
"0.04725","740730.521774",,"0.01575","268139.139756",,,,,,
"0.047375","892677.238452",,"0.0157916666667","883296.672824",,,,,,
"0.0475","747920.187859",,"0.0158333333333","1102893.16244",,,,,,
"0.047625","563717.629351",,"0.015875","1074264.80576",,,,,,
"0.04775","347706.748943",,"0.0159166666667","855902.088123",,,,,,
"0.047875","224246.49188",,"0.0159583333333","603754.46643",,,,,,
"0.048","584104.890638",,"0.016","805522.20523",,,,,,
"0.048125","1667606.10463",,"0.0160416666667","1953640.93752",,,,,,
"0.04825","2782657.87963",,"0.0160833333333","3673529.32012",,,,,,
"0.048375","3400315.47952",,"0.016125","5323736.49104",,,,,,
"0.0485","4174800.91242",,"0.0161666666667","7193799.74738",,,,,,
"0.048625","4535974.49435",,"0.0162083333333","8791956.83433",,,,,,
"0.04875","3609235.39735",,"0.01625","8910230.3753",,,,,,
"0.048875","2580248.5589",,"0.0162916666667","8130425.59577",,,,,,
"0.049","1902570.45511",,"0.0163333333333","7169254.66942",,,,,,
"0.049125","1506967.30215",,"0.016375","6294651.67597",,,,,,
"0.04925","1622894.07905",,"0.0164166666667","5905710.25686",,,,,,
"0.049375","2390887.9776",,"0.0164583333333","6396010.79375",,,,,,
"0.0495","3655670.14337",,"0.0165","7864926.09082",,,,,,
"0.049625","4547188.38045",,"0.0165416666667","9527034.67645",,,,,,
"0.04975","4533895.55668",,"0.0165833333333","10455326.1986",,,,,,
"0.049875","3971883.90622",,"0.016625","10518511.6796",,,,,,
"0.05","3157364.29504",,"0.0166666666667","9901885.13749",,,,,,
"0.050125","2140309.54289",,"0.0167083333333","8700503.28537",,,,,,
"0.05025","1094176.35697",,"0.01675","7108820.68482",,,,,,
"0.050375","201390.399607",,"0.0167916666667","5401212.66674",,,,,,
"0.0505","-492901.42973",,"0.0168333333333","3761616.6234",,,,,,
"0.050625","-1009927.51344",,"0.016875","2274274.09098",,,,,,
"0.05075","-1351910.3641",,"0.0169166666667","996082.517458",,,,,,
"0.050875","-1487375.55082",,"0.0169583333333","-1938.1224557",,,,,,
"0.051","-1423091.646",,"0.017","-676143.720764",,,,,,
"0.051125","-1175878.88318",,"0.0170416666667","-1003138.94801",,,,,,
"0.05125","-706201.769684",,"0.0170833333333","-908860.055605",,,,,,
"0.051375","-45241.9617458",,"0.017125","-359798.775087",,,,,,
"0.0515","611110.808891",,"0.0171666666667","489034.667236",,,,,,
"0.051625","1282846.53078",,"0.0172083333333","1588569.22124",,,,,,
"0.05175","2077826.27596",,"0.01725","3018974.92076",,,,,,
"0.051875","2438855.27292",,"0.0172916666667","4247477.26579",,,,,,
"0.052","1866287.45559",,"0.0173333333333","4461546.96052",,,,,,
"0.052125","829530.766529",,"0.017375","3668096.87287",,,,,,
"0.05225","-70052.6192186",,"0.0174166666667","2429769.85589",,,,,,
"0.052375","-413827.102332",,"0.0174583333333","1420932.5509",,,,,,
"0.0525","-344801.062402",,"0.0175","856682.910044",,,,,,
"0.052625","115287.612644",,"0.0175416666667","866123.549089",,,,,,
"0.05275","1457741.46325",,"0.0175833333333","2073221.23958",,,,,,
"0.052875","2588536.52099",,"0.017625","3783340.49662",,,,,,
"0.053","2842277.6477",,"0.0176666666667","4990319.85406",,,,,,
"0.053125","3130456.10892",,"0.0177083333333","6104119.24684",,,,,,
"0.05325","2860166.40872",,"0.01775","6549085.51537",,,,,,
"0.053375","1684174.74327",,"0.0177916666667","5678543.84965",,,,,,
"0.0535","450299.976016",,"0.0178333333333","4055149.21252",,,,,,
"0.053625","-230689.834937",,"0.017875","2550981.72565",,,,,,
"0.05375","-374930.284834",,"0.0179166666667","1572808.96698",,,,,,
"0.053875","-254494.192708",,"0.0179583333333","1082401.4262",,,,,,
"0.054","110203.546735",,"0.018","1083156.0034",,,,,,
"0.054125","542319.766777",,"0.0180416666667","1421888.33701",,,,,,
"0.05425","680407.402673",,"0.0180833333333","1671144.72167",,,,,,
"0.054375","493382.406465",,"0.018125","1587875.96",,,,,,
"0.0545","168568.251082",,"0.0181666666667","1215904.79024",,,,,,
"0.054625","-284736.450401",,"0.0182083333333","556480.370808",,,,,,
"0.05475","-740730.231845",,"0.01825","-268212.134678",,,,,,
"0.054875","-892677.415389",,"0.0182916666667","-883306.21557",,,,,,
"0.055","-747920.56687",,"0.0183333333333","-1102830.5858",,,,,,
"0.055125","-563717.477383",,"0.018375","-1074258.78097",,,,,,
"0.05525","-347704.414323",,"0.0184166666667","-855778.695986",,,,,,
"0.055375","-224246.651141",,"0.0184583333333","-603692.738803",,,,,,
"0.0555","-584104.264379",,"0.0185","-805601.354785",,,,,,
"0.055625","-1667601.11028",,"0.0185416666667","-1953671.46397",,,,,,
"0.05575","-2782660.84923",,"0.0185833333333","-3673541.69367",,,,,,
"0.055875","-3400315.91682",,"0.018625","-5323796.09858",,,,,,
"0.056","-4174802.03853",,"0.0186666666667","-7193834.07944",,,,,,
"0.056125","-4535975.44176",,"0.0187083333333","-8791954.70216",,,,,,
"0.05625","-3609236.39072",,"0.01875","-8910223.65797",,,,,,
"0.056375","-2580248.94074",,"0.0187916666667","-8130416.84706",,,,,,
"0.0565","-1902572.7411",,"0.0188333333333","-7169249.20013",,,,,,
"0.056625","-1506966.89538",,"0.018875","-6294640.50666",,,,,,
"0.05675","-1622893.57456",,"0.0189166666667","-5905714.81864",,,,,,
"0.056875","-2390887.48296",,"0.0189583333333","-6396028.99364",,,,,,
"0.057","-3655670.14586",,"0.019","-7864931.13406",,,,,,
"0.057125","-4547187.96955",,"0.0190416666667","-9527039.66913",,,,,,
"0.05725","-4533896.85149",,"0.0190833333333","-10455301.7117",,,,,,
"0.057375","-3971884.05573",,"0.019125","-10518498.4174",,,,,,
"0.0575","-3157363.78367",,"0.0191666666667","-9901884.50044",,,,,,
"0.057625","-2140310.34473",,"0.0192083333333","-8700509.62349",,,,,,
"0.05775","-1094177.11009",,"0.01925","-7108842.03948",,,,,,
"0.057875","-201389.165",,"0.0192916666667","-5401226.04215",,,,,,
"0.058","492903.263947",,"0.0193333333333","-3761600.02314",,,,,,
"0.058125","1009927.24885",,"0.019375","-2274271.23723",,,,,,
"0.05825","1351909.95492",,"0.0194166666667","-996092.021364",,,,,,
"0.058375","1487378.21993",,"0.0194583333333","1924.26680451",,,,,,
"0.0585","1423091.10316",,"0.0195","676138.197118",,,,,,
"0.058625","1175878.06845",,"0.0195416666667","1003137.6035",,,,,,
"0.05875","706201.405774",,"0.0195833333333","908848.164498",,,,,,
"0.058875","45241.5994373",,"0.019625","359793.236894",,,,,,
"0.059","-611112.026989",,"0.0196666666667","-489028.117119",,,,,,
"0.059125","-1282847.49666",,"0.0197083333333","-1588564.06804",,,,,,
"0.05925","-2077825.82259",,"0.01975","-3018966.69178",,,,,,
"0.059375","-2438854.23211",,"0.0197916666667","-4247464.89518",,,,,,
"0.0595","-1866287.43335",,"0.0198333333333","-4461559.90323",,,,,,
"0.059625","-829531.162505",,"0.019875","-3668098.93853",,,,,,
"0.05975","70052.6686559",,"0.0199166666667","-2429776.79921",,,,,,
"0.059875","413827.557196",,"0.0199583333333","-1420914.54759",,,,,,
"0.06","344801.386996",,"0.02","-856685.935062",,,,,,
"Case Range","1",,,"2",,,"3",,,"4"
"Time, s","R3_ (Z)",,"Time, s","R3_ (Z)",,"Time, s","R3_ (Z)",,"Time, s","R3_ (Z)"
"0","0",,"0","0",,"0","0",,"0","0"
"0.000125","1312559.02681",,"4.16666666667e-05","1551148.10464",,"2.5e-05","1596669.00515",,"1.78571428571e-05","1617333.30535"
"0.00025","1330938.23414",,"8.33333333333e-05","1694555.15383",,"5e-05","1721088.95925",,"3.57142857143e-05","1710967.93106"
"0.000375","1402817.38411",,"0.000125","1920996.372",,"7.5e-05","1952932.30855",,"5.35714285714e-05","1921207.70376"
"0.0005","1372981.3965",,"0.000166666666667","2097461.01035",,"0.0001","2170107.66773",,"7.14285714286e-05","2141678.9418"
"0.000625","1293852.6471",,"0.000208333333333","2211086.78804",,"0.000125","2338164.72658",,"8.92857142857e-05","2325985.01255"
"0.00075","1141850.20552",,"0.00025","2245488.58001",,"0.00015","2442035.69755",,"0.000107142857143","2455240.57421"
"0.000875","836466.753765",,"0.000291666666667","2136803.86986",,"0.000175","2437128.74558",,"0.000125","2494648.04175"
"0.001","454276.9782",,"0.000333333333333","1890279.9245",,"0.0002","2316480.51419",,"0.000142857142857","2434431.37484"
"0.001125","148274.725298",,"0.000375","1596230.15032",,"0.000225","2138363.18161",,"0.000160714285714","2317640.30994"
"0.00125","-6184.39420168",,"0.000416666666667","1341265.36327",,"0.00025","1969643.46762",,"0.000178571428571","2200818.13757"
"0.001375","-34241.5478772",,"0.000458333333333","1158599.08781",,"0.000275","1843648.37254",,"0.000196428571429","2117340.86296"
"0.0015","46055.6236289",,"0.0005","1070833.40092",,"0.0003","1783383.80229",,"0.000214285714286","2089822.66172"
"0.001625","179846.354818",,"0.000541666666667","1064362.98003",,"0.000325","1784891.39289",,"0.000232142857143","2117937.17034"
"0.00175","253252.60815",,"0.000583333333333","1060744.47479",,"0.00035","1791323.12878",,"0.00025","2156635.38308"
"0.001875","215613.718069",,"0.000625","995200.211366",,"0.000375","1746792.46318",,"0.000267857142857","2154706.42998"
"0.002","105630.296531",,"0.000666666666667","860747.477963",,"0.0004","1635734.09995",,"0.000285714285714","2090909.60386"
"0.002125","-62443.4819642",,"0.000708333333333","649415.464913",,"0.000425","1446456.10993",,"0.000303571428571","1950826.63108"
"0.00225","-271178.160008",,"0.00075","359618.890067",,"0.00045","1171969.67513",,"0.000321428571429","1724553.10147"
"0.002375","-461212.328985",,"0.000791666666667","19756.0307408",,"0.000475","825166.888829",,"0.000339285714286","1416955.4968"
"0.0025","-578425.767419",,"0.000833333333333","-310863.597651",,"0.0005","450761.518934",,"0.000357142857143","1061770.06663"
"0.002625","-667274.605751",,"0.000875","-625679.23989",,"0.000525","67461.8131608",,"0.000375","681747.713075"
"0.00275","-775253.261751",,"0.000916666666667","-959682.242314",,"0.00055","-347782.234211",,"0.000392857142857","262896.445587"
"0.002875","-913935.377415",,"0.000958333333333","-1330988.81995",,"0.000575","-816417.355532",,"0.000410714285714","-216922.965982"
"0.003","-1114735.75851",,"0.001","-1746804.57454",,"0.0006","-1342904.69847",,"0.000428571428571","-765680.846977"
"0.003125","-1453081.12895",,"0.00104166666667","-2253248.54532",,"0.000625","-1950150.70583",,"0.000446428571429","-1398462.69361"
"0.00325","-1789481.51565",,"0.00108333333333","-2791409.3217",,"0.00065","-2597296.97725",,"0.000464285714286","-2084838.2252"
"0.003375","-1937562.19266",,"0.001125","-3222031.95903",,"0.000675","-3174944.9946",,"0.000482142857143","-2734527.77125"
"0.0035","-1990941.64523",,"0.00116666666667","-3533209.86114",,"0.0007","-3643500.05936",,"0.0005","-3295636.7668"
"0.003625","-1965388.63624",,"0.00120833333333","-3735363.49061",,"0.000725","-3997681.28999",,"0.000517857142857","-3749352.03451"
"0.00375","-1771213.47728",,"0.00125","-3797531.13744",,"0.00075","-4222279.63052",,"0.000535714285714","-4080383.09487"
"0.003875","-1517936.09521",,"0.00129166666667","-3762550.31137",,"0.000775","-4348959.47399",,"0.000553571428571","-4310177.19419"
"0.004","-1336352.72109",,"0.00133333333333","-3718895.10679",,"0.0008","-4450525.32315",,"0.000571428571429","-4499300.98286"
"0.004125","-1274344.0307",,"0.001375","-3735760.55855",,"0.000825","-4596292.30411",,"0.000589285714286","-4715778.30357"
"0.00425","-1344995.5885",,"0.00141666666667","-3849265.13173",,"0.00085","-4828511.20313",,"0.000607142857143","-5008948.09882"
"0.004375","-1552350.42781",,"0.00145833333333","-4074620.62901",,"0.000875","-5162986.42447",,"0.000625","-5401940.3474"
"0.0045","-1845769.0355",,"0.0015","-4387846.78733",,"0.0009","-5579168.54835",,"0.000642857142857","-5882672.86155"
"0.004625","-2098615.41814",,"0.00154166666667","-4720177.52512",,"0.000925","-6020838.39591",,"0.000660714285714","-6404104.0929"
"0.00475","-2188975.87424",,"0.00158333333333","-4984037.15413",,"0.00095","-6416984.08338",,"0.000678571428571","-6902496.2713"
"0.004875","-2064802.02529",,"0.001625","-5087797.56442",,"0.000975","-6688153.57028",,"0.000696428571429","-7304624.44414"
"0.005","-1741055.43852",,"0.00166666666667","-4965070.87325",,"0.001","-6762777.07525",,"0.000714285714286","-7539115.89964"
"0.005125","-1256771.91124",,"0.00170833333333","-4586957.67646",,"0.001025","-6593644.8274",,"0.000732142857143","-7551632.42672"
"0.00525","-682753.18211",,"0.00175","-3973707.80802",,"0.00105","-6172595.74803",,"0.00075","-7319163.24426"
"0.005375","-104967.207328",,"0.00179166666667","-3189632.47215",,"0.001075","-5534136.21702",,"0.000767857142857","-6857241.40463"
"0.0055","401520.817628",,"0.00183333333333","-2324103.488",,"0.0011","-4744922.87308",,"0.000785714285714","-6214349.24207"
"0.005625","808552.302216",,"0.001875","-1451943.80741",,"0.001125","-3874194.454",,"0.000803571428571","-5450304.10302"
"0.00575","1094829.25064",,"0.00191666666667","-640950.483915",,"0.00115","-2991815.58351",,"0.000821428571429","-4629862.33082"
"0.005875","1217980.02864",,"0.00195833333333","25215.9929939",,"0.001175","-2183192.76305",,"0.000839285714286","-3832577.00686"
"0.006","1175392.26259",,"0.002","488232.182881",,"0.0012","-1522522.78221",,"0.000857142857143","-3134940.50733"
"0.006125","997377.064631",,"0.00204166666667","731628.350499",,"0.001225","-1051677.83221",,"0.000875","-2590189.70375"
"0.00625","733946.916348",,"0.00208333333333","783432.926262",,"0.00125","-769024.507819",,"0.000892857142857","-2213678.01501"
"0.006375","457118.337468",,"0.002125","715556.247655",,"0.001275","-625072.964346",,"0.000910714285714","-1974705.34023"
"0.0065","257478.956665",,"0.00216666666667","631791.026484",,"0.0013","-530981.883048",,"0.000928571428571","-1800903.8406"
"0.006625","157296.930485",,"0.00220833333333","600364.727719",,"0.001325","-411659.358896",,"0.000946428571429","-1618710.17181"
"0.00675","125149.44695",,"0.00225","639230.78495",,"0.00135","-229180.900872",,"0.000964285714286","-1380201.64203"
"0.006875","177863.184336",,"0.00229166666667","752074.524855",,"0.001375","27835.7511939",,"0.000982142857143","-1064424.49957"
"0.007","348373.151828",,"0.00233333333333","942911.541282",,"0.0014","357095.584304",,"0.001","-669277.831317"
"0.007125","563340.978744",,"0.002375","1161030.88016",,"0.001425","709662.474719",,"0.00101785714286","-235480.993578"
"0.00725","715254.201479",,"0.00241666666667","1326693.78275",,"0.00145","1006958.80659",,"0.00103571428571","163173.791151"
"0.007375","691626.502653",,"0.00245833333333","1345339.31612",,"0.001475","1159125.88352",,"0.00105357142857","438790.382823"
"0.0075","483930.75836",,"0.0025","1170235.40343",,"0.0015","1109135.54473",,"0.00107142857143","524413.160857"
"0.007625","149698.001949",,"0.00254166666667","824785.016125",,"0.001525","863423.27978",,"0.00108928571429","407225.163549"
"0.00775","-289904.009706",,"0.00258333333333","355363.924715",,"0.00155","471733.21897",,"0.00110714285714","125702.036414"
"0.007875","-669199.759215",,"0.002625","-132494.312823",,"0.001575","28397.5984582",,"0.001125","-237312.3055"
"0.008","-860852.794075",,"0.00266666666667","-540834.009431",,"0.0016","-379078.88891",,"0.00114285714286","-599036.773204"
"0.008125","-937938.998451",,"0.00270833333333","-860581.303517",,"0.001625","-724174.105721",,"0.00116071428571","-920958.699085"
"0.00825","-894696.423884",,"0.00275","-1073799.07838",,"0.00165","-988871.015612",,"0.00117857142857","-1180704.77827"
"0.008375","-664946.263429",,"0.00279166666667","-1119457.86487",,"0.001675","-1128411.82094",,"0.00119642857143","-1341529.65088"
"0.0085","-335343.463747",,"0.00283333333333","-1005968.5877",,"0.0017","-1136518.51535",,"0.00121428571429","-1392501.38559"
"0.008625","-65828.5600308",,"0.002875","-826414.04022",,"0.001725","-1072342.62094",,"0.00123214285714","-1376017.81415"
"0.00875","63317.8424767",,"0.00291666666667","-670101.136183",,"0.00175","-1004032.63056",,"0.00125","-1348544.22191"
"0.008875","73844.4679132",,"0.00295833333333","-572123.108928",,"0.001775","-965477.345091",,"0.00126785714286","-1342831.40452"
