"Case Range","1",,,"2",,,"3",,,"4"
"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_"
"0.009875","11386.570941",,"0.00329166666667","2753.44488747",,"0.001975","174347.710417",,"0.00141071428571","685799.643301"
"0.01","7628.84115689",,"0.00333333333333","4.17456115052",,"0.002","99475.6270443",,"0.00142857142857","483390.223498"
"0.010125","1331.47114204",,"0.003375","119.936663599",,"0.002025","74591.2836833",,"0.00144642857143","378601.039745"
"0.01025","2767.43106697",,"0.00341666666667","7722.6952864",,"0.00205","91996.3665605",,"0.00146428571429","365124.606585"
"0.010375","23096.3685269",,"0.00345833333333","45136.7892743",,"0.002075","156704.68316",,"0.00148214285714","435377.952183"
"0.0105","32494.8082857",,"0.0035","86793.5855485",,"0.0021","227376.058385",,"0.0015","525141.551168"
"0.010625","6270.49141416",,"0.00354166666667","52150.6592306",,"0.002125","191300.298248",,"0.00151785714286","488166.79441"
"0.01075","2303.88770723",,"0.00358333333333","4736.27765601",,"0.00215","83152.8785475",,"0.00153571428571","319574.425011"
"0.010875","12204.0545971",,"0.003625","4164.47142571",,"0.002175","16858.1807268",,"0.00155357142857","159881.458214"
"0.011","49136.3506161",,"0.00366666666667","56823.7452088",,"0.0022","4371.12462209",,"0.00157142857143","38482.1111436"
"0.011125","92546.6201815",,"0.00370833333333","167262.139394",,"0.002225","75365.6735696",,"0.00158928571429","881.742626923"
"0.01125","64856.9986156",,"0.00375","207946.966689",,"0.00225","154878.369638",,"0.00160714285714","38172.4432094"
"0.011375","32457.0179549",,"0.00379166666667","177673.816636",,"0.002275","179025.366009",,"0.001625","77753.1700956"
"0.0115","12600.8321146",,"0.00383333333333","124129.819044",,"0.0023","157663.38871",,"0.00164285714286","89331.8846275"
"0.011625","1858.81394748",,"0.003875","68033.9418948",,"0.002325","110963.145279",,"0.00166071428571","73969.8433699"
"0.01175","139.785868271",,"0.00391666666667","36675.8477452",,"0.00235","73415.4625022",,"0.00167857142857","53708.6963422"
"0.011875","2810.1672751",,"0.00395833333333","40831.2195641",,"0.002375","72632.6804265",,"0.00169642857143","54089.4208515"
"0.012","27550.9276497",,"0.004","103628.065726",,"0.0024","138557.863944",,"0.00171428571429","104381.375159"
"0.012125","62471.2775307",,"0.00404166666667","219529.966931",,"0.002425","281128.384029",,"0.00173214285714","230347.114358"
"0.01225","59941.3155587",,"0.00408333333333","294652.782155",,"0.00245","424629.411132",,"0.00175","394292.618706"
"0.012375","41004.1050428",,"0.004125","296134.398596",,"0.002475","498714.956874",,"0.00176785714286","524533.925816"
"0.0125","25746.075256",,"0.00416666666667","255833.017813",,"0.0025","500424.012695",,"0.00178571428571","587784.314364"
"0.012625","14542.5268214",,"0.00420833333333","197042.025478",,"0.002525","447905.857845",,"0.00180357142857","582299.742091"
"0.01275","8943.91080647",,"0.00425","143426.223188",,"0.00255","373001.643828",,"0.00182142857143","530721.277069"
"0.012875","8216.9414125",,"0.00429166666667","109368.280155",,"0.002575","306955.306856",,"0.00183928571429","466890.034837"
"0.013","9960.21712434",,"0.00433333333333","92474.8584804",,"0.0026","260839.91124",,"0.00185714285714","412009.092717"
"0.013125","12829.2043385",,"0.004375","86671.4027289",,"0.002625","232918.772922",,"0.001875","372350.598547"
"0.01325","15613.4049398",,"0.00441666666667","86947.6259339",,"0.00265","217745.781349",,"0.00189285714286","346319.333516"
"0.013375","16198.2024963",,"0.00445833333333","87517.5501285",,"0.002675","207645.728043",,"0.00191071428571","327611.722386"
"0.0135","13829.5095972",,"0.0045","83869.9738953",,"0.0027","195720.776432",,"0.00192857142857","309022.66007"
"0.013625","10281.6924033",,"0.00454166666667","76405.0783494",,"0.002725","180593.452997",,"0.00194642857143","287962.075991"
"0.01375","9979.58443767",,"0.00458333333333","75995.5116149",,"0.00275","174723.411725",,"0.00196428571429","276123.022484"
"0.013875","16894.1989435",,"0.004625","97303.9219452",,"0.002775","198211.889631",,"0.00198214285714","295573.475741"
"0.014","35606.743414",,"0.00466666666667","154807.558804",,"0.0028","270823.935592",,"0.002","369079.217295"
"0.014125","82544.6975633",,"0.00470833333333","287820.898482",,"0.002825","437540.74782",,"0.00201785714286","541157.994765"
"0.01425","188229.831292",,"0.00475","577178.350337",,"0.00285","792535.450105",,"0.00203571428571","904015.385531"
"0.014375","295733.377145",,"0.00479166666667","981058.646805",,"0.002875","1339890.875",,"0.00205357142857","1493632.40112"
"0.0145","288287.455798",,"0.00483333333333","1242568.88122",,"0.0029","1845933.07478",,"0.00207142857143","2136680.79862"
"0.014625","206771.355555",,"0.004875","1243034.76004",,"0.002925","2089483.25616",,"0.00208928571429","2589588.8836"
"0.01475","131757.02546",,"0.00491666666667","1087404.73448",,"0.00295","2074206.69821",,"0.00210714285714","2769096.90633"
"0.014875","91714.5705378",,"0.00495833333333","924463.802626",,"0.002975","1947763.45055",,"0.002125","2768471.36101"
"0.015","67735.8885819",,"0.005","789650.592706",,"0.003","1798051.12751",,"0.00214285714286","2686814.04972"
"0.015125","67952.4851502",,"0.00504166666667","740961.259395",,"0.003025","1731994.71866",,"0.00216071428571","2654585.76082"
"0.01525","148588.633193",,"0.00508333333333","959563.013058",,"0.00305","2005881.87544",,"0.00217857142857","2956306.18851"
"0.015375","218908.020302",,"0.005125","1265775.97007",,"0.003075","2481493.08202",,"0.00219642857143","3532322.95703"
"0.0155","194610.948887",,"0.00516666666667","1382353.89326",,"0.0031","2817895.87189",,"0.00221428571429","4059364.70163"
"0.015625","176129.450942",,"0.00520833333333","1400168.1572",,"0.003125","2998806.51189",,"0.00223214285714","4435613.42967"
"0.01575","133266.402195",,"0.00525","1291801.1605",,"0.00315","2974673.25081",,"0.00225","4577540.04887"
"0.015875","53839.5923013",,"0.00529166666667","971798.91813",,"0.003175","2607498.47044",,"0.00226785714286","4314154.1183"
"0.016","9391.45843098",,"0.00533333333333","599885.413455",,"0.0032","2017967.21409",,"0.00228571428571","3694401.42179"
"0.016125","988.332786107",,"0.005375","351410.084707",,"0.003225","1480113.05316",,"0.00230357142857","2998666.48863"
"0.01625","966.823513027",,"0.00541666666667","232955.826445",,"0.00325","1120330.97506",,"0.00232142857143","2440358.87547"
"0.016375","3492.54996885",,"0.00545833333333","187900.955396",,"0.003275","915505.593612",,"0.00233928571429","2063733.25794"
"0.0165","12661.8717929",,"0.0055","196498.900003",,"0.0033","842067.698982",,"0.00235714285714","1870313.69802"
"0.016625","27635.7886454",,"0.00554166666667","239367.728826",,"0.003325","860925.885459",,"0.002375","1824347.09073"
"0.01675","30253.7784227",,"0.00558333333333","263666.290865",,"0.00335","881275.034604",,"0.00239285714286","1817142.27267"
"0.016875","18800.8244458",,"0.005625","237012.729102",,"0.003375","832614.418432",,"0.00241071428571","1745875.06618"
"0.017","6703.05108725",,"0.00566666666667","174546.031558",,"0.0034","710104.556598",,"0.00242857142857","1576636.61256"
"0.017125","24.6283500127",,"0.00570833333333","92891.8854418",,"0.003425","524235.763656",,"0.00244642857143","1303760.20169"
"0.01725","5460.10470434",,"0.00575","27120.3429221",,"0.00345","321075.272009",,"0.00246428571429","968629.224652"
"0.017375","11386.6077772",,"0.00579166666667","2751.62503517",,"0.003475","173295.917355",,"0.00248214285714","670260.694642"
"0.0175","7628.83915853",,"0.00583333333333","4.10256959393",,"0.0035","98749.9496089",,"0.0025","471170.462633"
"0.017625","1331.46908926",,"0.005875","119.303525747",,"0.003525","74014.0695842",,"0.00251785714286","368457.906223"
"0.01775","2767.4199079",,"0.00591666666667","7719.42710879",,"0.00355","91405.7105109",,"0.00253571428571","355759.423786"
"0.017875","23096.3755019",,"0.00595833333333","45132.3262187",,"0.003575","155994.92054",,"0.00255357142857","425761.148903"
"0.018","32494.7766865",,"0.006","86786.955457",,"0.0036","226589.480632",,"0.00257142857143","515215.84173"
"0.018125","6270.51493051",,"0.00604166666667","52148.6080804",,"0.003625","190640.354653",,"0.00258928571429","479182.540439"
"0.01825","2303.87403578",,"0.00608333333333","4736.20884525",,"0.00365","82754.248307",,"0.00260714285714","312772.289237"
"0.018375","12203.9712757",,"0.006125","4164.31383917",,"0.003675","16694.2719635",,"0.002625","155384.767131"
"0.0185","49136.354494",,"0.00616666666667","56824.6018985",,"0.0037","4447.90443147",,"0.00264285714286","36426.6003098"
"0.018625","92546.6606397",,"0.00620833333333","167262.136078",,"0.003725","75657.4012969",,"0.00266071428571","1202.56240067"
"0.01875","64857.0421744",,"0.00625","207947.71509",,"0.00375","155262.731286",,"0.00267857142857","40019.7349146"
"0.018875","32457.0478629",,"0.00629166666667","177675.438008",,"0.003775","179403.008952",,"0.00269642857143","80218.505371"
"0.019","12600.7960355",,"0.00633333333333","124132.093008",,"0.0038","157988.554848",,"0.00271428571429","91808.6166197"
"0.019125","1858.8204693",,"0.006375","68035.0021214",,"0.003825","111215.194647",,"0.00273214285714","76084.937222"
"0.01925","139.78695082",,"0.00641666666667","36676.1562961",,"0.00385","73602.351242",,"0.00275","55401.6647031"
"0.019375","2810.16310294",,"0.00645833333333","40831.4204732",,"0.003875","72804.3797061",,"0.00276785714286","55685.2791249"
"0.0195","27550.9385242",,"0.0065","103629.967898",,"0.0039","138775.516535",,"0.00278571428571","106460.586093"
"0.019625","62471.3243923",,"0.00654166666667","219530.465232",,"0.003925","281415.397541",,"0.00280357142857","233241.77202"
"0.01975","59941.3339639",,"0.00658333333333","294653.756159",,"0.00395","424959.351303",,"0.00282142857143","397849.03203"
"0.019875","41004.1069686",,"0.006625","296138.004084",,"0.003975","499028.362776",,"0.00283928571429","528389.570773"
"0.02","25746.0833265",,"0.00666666666667","255833.909046",,"0.004","500714.815046",,"0.00285714285714","591618.837349"
"0.020125","14542.5458664",,"0.00670833333333","197040.664579",,"0.004025","448160.453547",,"0.002875","585880.36788"
"0.02025","8943.89851288",,"0.00675","143423.836057",,"0.00405","373210.182873",,"0.00289285714286","533928.603765"
"0.020375","8216.94083871",,"0.00679166666667","109368.163989",,"0.004075","307125.89194",,"0.00291071428571","469708.068387"
"0.0205","9960.22670165",,"0.00683333333333","92474.1525851",,"0.0041","260984.778617",,"0.00292857142857","414493.371659"
"0.020625","12829.2174972",,"0.006875","86673.4618938",,"0.004125","233043.561609",,"0.00294642857143","374568.123839"
"0.02075","15613.3915698",,"0.00691666666667","86947.8315079",,"0.00415","217855.738963",,"0.00296428571429","348319.100727"
"0.020875","16198.1977411",,"0.00695833333333","87516.9815251",,"0.004175","207746.667293",,"0.00298214285714","329432.398392"
"0.021","13829.5096825",,"0.007","83869.5110232",,"0.0042","195812.998889",,"0.003","310682.07286"
"0.021125","10281.6889675",,"0.00704166666667","76400.6677248",,"0.004225","180673.22584",,"0.00301785714286","289468.076957"
"0.02125","9979.58643625",,"0.00708333333333","75992.1382731",,"0.00425","174799.570943",,"0.00303571428571","277506.825442"
"0.021375","16894.2058082",,"0.007125","97302.4396051",,"0.004275","198281.25816",,"0.00305357142857","296915.456795"
"0.0215","35606.7453346",,"0.00716666666667","154808.426152",,"0.0043","270896.934567",,"0.00307142857143","370487.220406"
"0.021625","82544.665783",,"0.00720833333333","287823.004117",,"0.004325","437630.092671",,"0.00308928571429","542758.158053"
"0.02175","188229.813834",,"0.00725","577181.931447",,"0.00435","792643.924539",,"0.00310714285714","905958.480347"
"0.021875","295733.454983",,"0.00729166666667","981059.918835",,"0.004375","1340025.62968",,"0.003125","1495966.21754"
"0.022","288287.599865",,"0.00733333333333","1242571.17907",,"0.0044","1846079.45604",,"0.00314285714286","2139309.72842"
"0.022125","206771.285877",,"0.007375","1243033.50491",,"0.004425","2089623.84943",,"0.00316071428571","2592317.60863"
"0.02225","131757.022727",,"0.00741666666667","1087403.99224",,"0.00445","2074331.11797",,"0.00317857142857","2771760.39891"
"0.022375","91714.5198524",,"0.00745833333333","924464.659733",,"0.004475","1947871.76031",,"0.00319642857143","2770972.09606"
"0.0225","67735.890536",,"0.0075","789652.403212",,"0.0045","1798147.11896",,"0.00321428571429","2689120.57101"
"0.022625","67952.4970613",,"0.00754166666667","740959.052483",,"0.004525","1732093.87359",,"0.00323214285714","2656734.1666"
"0.02275","148588.81045",,"0.00758333333333","959563.793777",,"0.00455","2005975.62755",,"0.00325","2958435.22323"
"0.022875","218907.945106",,"0.007625","1265784.12176",,"0.004575","2481577.22851",,"0.00326785714286","3534503.80164"
"0.023","194610.756061",,"0.00766666666667","1382362.98263",,"0.0046","2817985.50127",,"0.00328571428571","4061572.85302"
"0.023125","176129.432866",,"0.00770833333333","1400168.3747",,"0.004625","2998894.5923",,"0.00330357142857","4437775.66234"
"0.02325","133266.390178",,"0.00775","1291798.49098",,"0.00465","2974742.27478",,"0.00332142857143","4579600.50398"
"0.023375","53839.6470276",,"0.00779166666667","971802.290902",,"0.004675","2607570.57717",,"0.00333928571429","4316037.22005"
"0.0235","9391.4332118",,"0.00783333333333","599887.798157",,"0.0047","2018018.84722",,"0.00335714285714","3696049.51559"
"0.023625","988.338383856",,"0.007875","351407.379962",,"0.004725","1480154.82481",,"0.003375","3000069.64091"
"0.02375","966.830854518",,"0.00791666666667","232959.520323",,"0.00475","1120374.40396",,"0.00339285714286","2441549.99547"
"0.023875","3492.5568151",,"0.00795833333333","187897.512369",,"0.004775","915533.222596",,"0.00341071428571","2064761.12295"
"0.024","12661.8624428",,"0.008","196498.172011",,"0.0048","842092.402321",,"0.00342857142857","1871222.84749"
"0.024125","27635.7744275",,"0.00804166666667","239362.775968",,"0.004825","860939.00222",,"0.00344642857143","1825186.43184"
"0.02425","30253.7940469",,"0.00808333333333","263668.149493",,"0.00485","881292.098926",,"0.00346428571429","1817932.4606"
"0.024375","18800.8248471",,"0.008125","237010.811408",,"0.004875","832632.177534",,"0.00348214285714","1746604.66604"
"0.0245","6703.07195152",,"0.00816666666667","174545.134529",,"0.0049","710117.916446",,"0.0035","1577286.52231"
"0.024625","24.6285957147",,"0.00820833333333","92892.9244539",,"0.004925","524234.771768",,"0.00351785714286","1304314.3638"
"0.02475","5460.11720633",,"0.00825","27119.3570945",,"0.00495","321078.792017",,"0.00353571428571","969076.569229"
"0.024875","11386.6300636",,"0.00829166666667","2751.54940002",,"0.004975","173305.744506",,"0.00355357142857","670603.10095"
"0.025","7628.80774182",,"0.00833333333333","4.10407760054",,"0.005","98749.5095416",,"0.00357142857143","471441.355986"
"0.025125","1331.47273263",,"0.008375","119.57853518",,"0.005025","74016.740169",,"0.00358928571429","368696.092475"
"0.02525","2767.3429974",,"0.00841666666667","7720.03702055",,"0.00505","91407.5908936",,"0.00360714285714","355983.355638"
"0.025375","23096.4056828",,"0.00845833333333","45132.1184206",,"0.005075","155997.910423",,"0.003625","425985.967611"
"0.0255","32495.0584096",,"0.0085","86785.5405298",,"0.0051","226594.77768",,"0.00364285714286","515445.748266"
"0.025625","6270.48188209",,"0.00854166666667","52148.1030517",,"0.005125","190646.272177",,"0.00366071428571","479390.496376"
"0.02575","2303.88266871",,"0.00858333333333","4735.93826648",,"0.00515","82758.5023639",,"0.00367857142857","312926.152239"
"0.025875","12203.9797222",,"0.008625","4164.7596219",,"0.005175","16695.7173194",,"0.00369642857143","155483.195735"
"0.026","49136.3585665",,"0.00866666666667","56825.4394577",,"0.0052","4447.15548803",,"0.00371428571429","36471.9695792"
"0.026125","92546.5311761",,"0.00870833333333","167261.907632",,"0.005225","75654.6848154",,"0.00373214285714","1194.51824929"
"0.02625","64857.0437544",,"0.00875","207947.543846",,"0.00525","155259.210909",,"0.00375","39976.8211095"
"0.026375","32457.0705052",,"0.00879166666667","177675.707039",,"0.005275","179401.737882",,"0.00376785714286","80161.2983595"
"0.0265","12600.8699742",,"0.00883333333333","124130.657701",,"0.0053","157987.264038",,"0.00378571428571","91750.7295131"
"0.026625","1858.82413855",,"0.008875","68034.351688",,"0.005325","111212.457536",,"0.00380357142857","76035.7997902"
"0.02675","139.78689335",,"0.00891666666667","36676.0259454",,"0.00535","73600.8945094",,"0.00382142857143","55362.4244111"
"0.026875","2810.17346457",,"0.00895833333333","40831.2266518",,"0.005375","72802.7270901",,"0.00383928571429","55648.5621257"
"0.027","27550.9242984",,"0.009","103628.293235",,"0.0054","138774.825419",,"0.00385714285714","106409.998681"
"0.027125","62471.2704454",,"0.00904166666667","219527.908187",,"0.005425","281409.93992",,"0.003875","233174.143618"
"0.02725","59941.3509545",,"0.00908333333333","294653.76107",,"0.00545","424948.766588",,"0.00389285714286","397764.422563"
"0.027375","41004.0943896",,"0.009125","296136.82667",,"0.005475","499026.928454",,"0.00391071428571","528303.013803"
"0.0275","25746.0591909",,"0.00916666666667","255828.552716",,"0.0055","500713.930792",,"0.00392857142857","591532.384024"
"0.027625","14542.5205503",,"0.00920833333333","197037.521006",,"0.005525","448160.452676",,"0.00394642857143","585798.070449"
"0.02775","8943.89568972",,"0.00925","143425.239069",,"0.00555","373212.937898",,"0.00396428571429","533859.500442"
"0.027875","8216.93442372",,"0.00929166666667","109369.065471",,"0.005575","307129.590571",,"0.00398214285714","469642.650793"
"0.028","9960.22965183",,"0.00933333333333","92475.6226188",,"0.0056","260986.142859",,"0.004","414433.364898"
"0.028125","12829.1736138",,"0.009375","86672.5502984",,"0.005625","233045.024454",,"0.00401785714286","374515.303337"
"0.02825","15613.433641",,"0.00941666666667","86948.1603753",,"0.00565","217857.468968",,"0.00403571428571","348271.756142"
"0.028375","16198.2228718",,"0.00945833333333","87518.1979983",,"0.005675","207746.986394",,"0.00405357142857","329394.225777"
"0.0285","13829.5152583",,"0.0095","83869.1726843",,"0.0057","195820.66584",,"0.00407142857143","310648.077993"
"0.028625","10281.6569324",,"0.00954166666667","76404.776069",,"0.005725","180673.474605",,"0.00408928571429","289430.014764"
"0.02875","9979.5924086",,"0.00958333333333","75994.9804478",,"0.00575","174796.772491",,"0.00410714285714","277470.04303"
"0.028875","16894.2134925",,"0.009625","97303.6904423",,"0.005775","198278.300701",,"0.004125","296880.932146"
"0.029","35606.7379871",,"0.00966666666667","154809.622531",,"0.0058","270896.243723",,"0.00414285714286","370454.566108"
"0.029125","82544.6926361",,"0.00970833333333","287822.972637",,"0.005825","437629.178432",,"0.00416071428571","542718.493596"
"0.02925","188229.888962",,"0.00975","577178.551177",,"0.00585","792645.267223",,"0.00417857142857","905910.545444"
"0.029375","295733.419701",,"0.00979166666667","981057.145157",,"0.005875","1340021.68892",,"0.00419642857143","1495915.87664"
