,"Case 1","Case 2","Case 3","Case 4","Case 5","Case 6","Case 7","Case 8","Case 9","Case 10","Case 11","Case 12","Case 13","Case 14","Case 15","Case 16","Case 17","Case 18","Case 19","Case 20","Case 21","Case 22","Case 23","Case 24","Case 25","Case 26","Case 27","Case 28","Case 29","Case 30"
"Total","184.606056645","184.566262094","184.532343366","184.509114185","184.500425127","803.19864816","632.570812107","485.955424525","383.561904384","348.690469868","2453.06520599","1838.05563827","1351.96401667","1109.89319696","1031.59346126","4568.25584842","3643.75972531","2757.82935965","2364.9833149","2225.26109389","7092.24538095","5958.72774581","4805.32988168","4140.27535587","3923.85777502","9980.88154495","8768.24712403","7469.44419807","6420.07378682","6147.66381455"
