,"Case 1","Case 2","Case 3","Case 4","Case 5","Case 6","Case 7","Case 8","Case 9","Case 10","Case 11","Case 12","Case 13","Case 14","Case 15","Case 16","Case 17","Case 18","Case 19","Case 20","Case 21","Case 22","Case 23","Case 24","Case 25","Case 26","Case 27","Case 28","Case 29","Case 30"
"Total","1323.87120554","1323.72148892","1323.58776817","1323.49444656","1323.45768244","4601.86029526","3685.84467519","2871.63331472","2279.00697357","2073.18682131","13874.1183733","10327.2546926","7296.58816786","5789.18085078","5285.06811771","25839.8788279","20393.8021512","14418.4493577","11855.3243913","11163.2172052","39260.5345888","32614.5194489","24547.4204182","20391.1737794","19499.4546839","53091.2160633","45813.3340497","36959.6335627","31302.1128047","30278.996854"
