"Case Range","1",,,"2",,,"3",,,"4",,,"5",,,"6",,,"7",,,"8"
"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_",,"Time, s","R4_"
"0.003875","3444082.90152",,"0.00129166666667","2753728.82377",,"0.000775","2820627.05968",,"0.000553571428571","3453674.47032",,"0.000430555555556","4654994.46948",,"0.000352272727273","6442894.50784",,"0.000298076923077","8801486.38472",,"0.000258333333333","11674808.1637"
"0.004","5226032.80141",,"0.00133333333333","4260675.71503",,"0.0008","4033621.44122",,"0.000571428571429","4417838.57338",,"0.000444444444444","5368964.04249",,"0.000363636363636","6870357.62174",,"0.000307692307692","8894913.74043",,"0.000266666666667","11392952.1569"
"0.004125","7729289.48645",,"0.001375","7057497.97398",,"0.000825","6738144.58613",,"0.000589285714286","6998633.75005",,"0.000458333333333","7849331.76795",,"0.000375","9258754.87551",,"0.000317307692308","11176931.661",,"0.000275","13540387.4789"
"0.00425","10665154.886",,"0.00141666666667","10976274.481",,"0.00085","10996719.0284",,"0.000607142857143","11389363.6109",,"0.000472222222222","12329797.2756",,"0.000386363636364","13830924.4748",,"0.000326923076923","15840806.2622",,"0.000283333333333","18284465.6092"
"0.004375","13235610.0078",,"0.00145833333333","14472969.4192",,"0.000875","15109527.7749",,"0.000625","15889910.2703",,"0.000486111111111","17118554.939",,"0.000397727272727","18873743.4812",,"0.000336538461538","21126875.0579",,"0.000291666666667","23804685.1974"
"0.0045","14837552.8377",,"0.0015","15812080.5468",,"0.0009","16659923.3662",,"0.000642857142857","17696537.7967",,"0.0005","19162908.5858",,"0.000409090909091","21142385.7589",,"0.000346153846154","23618314.5377",,"0.0003","26523984.367"
"0.004625","15819708.3394",,"0.00154166666667","15224037.2405",,"0.000925","15451496.9444",,"0.000660714285714","16195452.5162",,"0.000513888888889","17488603.4908",,"0.000420454545455","19346592.6115",,"0.000355769230769","21735467.1855",,"0.000308333333333","24588580.428"
"0.00475","16328569.6162",,"0.00158333333333","13196316.8889",,"0.00095","12126529.974",,"0.000678571428571","12061317.2533",,"0.000527777777778","12732505.2734",,"0.000431818181818","14038738.5676",,"0.000365384615385","15910453.1707",,"0.000316666666667","18279405.2451"
"0.004875","15201365.1779",,"0.001625","8506755.7656",,"0.000975","5964337.4572",,"0.000696428571429","5027955.59466",,"0.000541666666667","4937741.84643",,"0.000443181818182","5431722.08305",,"0.000375","6412282.73898",,"0.000325","7835413.08629"
"0.005","16358736.7092",,"0.00166666666667","6679329.744",,"0.001","2885068.09416",,"0.000714285714286","1412410.09923",,"0.000555555555556","879369.824804",,"0.000454545454545","765641.595293",,"0.000384615384615","901777.85985",,"0.000333333333333","1261404.42313"
"0.005125","20116757.7348",,"0.00170833333333","8534286.87441",,"0.001025","3089217.76076",,"0.000732142857143","921126.954539",,"0.000569444444444","201982.330955",,"0.000465909090909","26200.2391038",,"0.000394230769231","2050.06094836",,"0.000341666666667","3345.20571367"
"0.00525","25416563.1584",,"0.00175","13715075.7631",,"0.00105","6136824.39896",,"0.00075","2278373.17251",,"0.000583333333333","634371.438103",,"0.000477272727273","92768.0477422",,"0.000403846153846","26.2876236974",,"0.00035","28697.7268998"
"0.005375","31182559.5446",,"0.00179166666667","21606114.2686",,"0.001075","12642432.8128",,"0.000767857142857","6612799.28268",,"0.000597222222222","3122651.8439",,"0.000488636363636","1318175.00714",,"0.000413461538462","485858.135698",,"0.000358333333333","151096.195039"
"0.0055","36542906.3545",,"0.00183333333333","30896795.9621",,"0.0011","22336753.6408",,"0.000785714285714","14830682.551",,"0.000611111111111","9371724.98419",,"0.0005","5766040.73422",,"0.000423076923077","3523818.26765",,"0.000366666666667","2186170.44759"
"0.005625","40869691.5276",,"0.001875","39717002.6465",,"0.001125","33471112.279",,"0.000803571428571","26051587.6038",,"0.000625","19486482.2174",,"0.000511363636364","14364856.2824",,"0.000432692307692","10625456.1197",,"0.000375","7995969.91073"
"0.00575","44254263.9827",,"0.00191666666667","47069974.413",,"0.00115","44316079.3809",,"0.000821428571429","38581713.7816",,"0.000638888888889","32244056.5616",,"0.000522727272727","26507019.4525",,"0.000442307692308","21779934.3514",,"0.000383333333333","18076577.0063"
"0.005875","45939415.7408",,"0.00195833333333","50933638.0152",,"0.001175","51848830.6099",,"0.000839285714286","49046238.002",,"0.000652777777778","44432334.7411",,"0.000534090909091","39421969.1575",,"0.000451923076923","34764271.6964",,"0.000391666666667","30756593.4137"
"0.006","48851332.8265",,"0.002","55211191.4377",,"0.0012","58942700.689",,"0.000857142857143","59051343.9476",,"0.000666666666667","56680355.2485",,"0.000545454545455","53126145.9866",,"0.000461538461538","49277292.5985",,"0.0004","45618565.3318"
"0.006125","52855434.7796",,"0.00204166666667","60988714.4359",,"0.001225","66927683.385",,"0.000875","69606573.1671",,"0.000680555555556","69548349.5983",,"0.000556818181818","67791471.2681",,"0.000471153846154","65216703.0882",,"0.000408333333333","62400220.5818"
"0.00625","57121807.8427",,"0.00208333333333","68204204.9533",,"0.00125","76415665.1875",,"0.000892857142857","81506353.6831",,"0.000694444444444","83736031.4431",,"0.000568181818182","83922693.4806",,"0.000480769230769","82887789.6306",,"0.000416666666667","81240863.7607"
"0.006375","60532024.7578",,"0.002125","75201098.1168",,"0.001275","86061686.7113",,"0.000910714285714","93661106.0619",,"0.000708333333333","98262763.4695",,"0.000579545454545","100552891.165",,"0.000490384615385","101293802.719",,"0.000425","101105695.994"
"0.0065","62150275.6843",,"0.00216666666667","79598735.7361",,"0.0013","93109477.6005",,"0.000928571428571","103256605.002",,"0.000722222222222","110313723.581",,"0.000590909090909","114861670.229",,"0.0005","117597328.735",,"0.000433333333333","119130216.377"
"0.006625","61377442.7836",,"0.00220833333333","78949100.8001",,"0.001325","93959315.8986",,"0.000946428571429","106073409.19",,"0.000736111111111","115326923.276",,"0.000602272727273","122103171.454",,"0.000509615384615","126964881.94",,"0.000441666666667","130456210.689"
"0.00675","58342719.7703",,"0.00225","72502313.114",,"0.00135","86705396.1635",,"0.000964285714286","99239046.2513",,"0.00075","109639554.113",,"0.000613636363636","117972080.012",,"0.000519230769231","124570210.824",,"0.00045","129849286.875"
"0.006875","52727250.5381",,"0.00229166666667","59440432.8864",,"0.001375","69663058.3324",,"0.000982142857143","80182043.5881",,"0.000763888888889","89885765.0251",,"0.000625","98414435.7991",,"0.000528846153846","105790332.392",,"0.000458333333333","112195757.366"
"0.007","48792854.5156",,"0.00233333333333","48254141.2601",,"0.0014","53319817.1075",,"0.001","60229812.5473",,"0.000777777777778","67519508.2623",,"0.000636363636364","74564498.8925",,"0.000538461538462","81156616.8837",,"0.000466666666667","87284562.1827"
"0.007125","47641828.8813",,"0.002375","42760604.8749",,"0.001425","43704331.0247",,"0.00101785714286","47203054.4523",,"0.000791666666667","51758224.1373",,"0.000647727272727","56669507.6837",,"0.000548076923077","61632173.3366",,"0.000475","66536515.1887"
"0.00725","49108228.7048",,"0.00241666666667","43505567.9095",,"0.00145","42185221.1964",,"0.00103571428571","43386365.202",,"0.000805555555556","45861023.7979",,"0.000659090909091","48949813.7311",,"0.000557692307692","52335983.4716",,"0.000483333333333","55880577.3341"
"0.007375","52560701.987",,"0.00245833333333","50135566.5047",,"0.001475","48807069.5357",,"0.00105357142857","49126445.4775",,"0.000819444444444","50496322.4671",,"0.000670454545455","52453282.7604",,"0.000567307692308","54743774.2448",,"0.000491666666667","57248285.037"
"0.0075","54195193.3658",,"0.0025","56369491.3645",,"0.0015","57084811.6199",,"0.00107142857143","58144406.5702",,"0.000833333333333","59657544.5361",,"0.000681818181818","61468173.9585",,"0.000576923076923","63459520.9892",,"0.0005","65577505.2113"
"0.007625","49943673.0567",,"0.00254166666667","52320973.5975",,"0.001525","54521162.392",,"0.00108928571429","56852551.545",,"0.000847222222222","59345862.9814",,"0.000693181818182","61912120.5243",,"0.000586538461538","64494718.7786",,"0.000508333333333","67079111.4308"
"0.00775","41583260.036",,"0.00258333333333","38231281.9909",,"0.00155","38709498.246",,"0.00110714285714","40611438.5431",,"0.000861111111111","43190214.2635",,"0.000704545454545","46092188.6087",,"0.000596153846154","49138949.8129",,"0.000516666666667","52252293.3032"
"0.007875","33947832.6738",,"0.002625","23719114.2268",,"0.001575","20709769.4385",,"0.001125","20445033.8915",,"0.000875","21503317.9419",,"0.000715909090909","23293082.1991",,"0.000605769230769","25527791.6612",,"0.000525","28058743.7193"
"0.008","30701627.1127",,"0.00266666666667","16488245.3122",,"0.0016","10939301.2984",,"0.00114285714286","8841197.6681",,"0.000888888888889","8295462.59033",,"0.000727272727273","8574220.40592",,"0.000615384615385","9370397.98354",,"0.000533333333333","10541012.2032"
"0.008125","31280082.1274",,"0.00270833333333","16085511.4805",,"0.001625","8808951.12016",,"0.00116071428571","5538247.1558",,"0.000902777777778","4095423.78727",,"0.000738636363636","3534048.70219",,"0.000625","3455651.00866",,"0.000541666666667","3691860.56975"
"0.00825","32860353.821",,"0.00275","19206387.9496",,"0.00165","10662391.4616",,"0.00117857142857","6179941.22299",,"0.000916666666667","3909792.45737",,"0.00075","2772534.94401",,"0.000634615384615","2229776.64548",,"0.00055","2025275.94414"
"0.008375","33438667.0764",,"0.00279166666667","22961425.2213",,"0.001675","14212692.0425",,"0.00119642857143","8735903.45595",,"0.000930555555556","5567459.68781",,"0.000761363636364","3772541.40866",,"0.000644230769231","2765903.81484",,"0.000558333333333","2219201.6936"
"0.0085","32108495.3906",,"0.00283333333333","24814151.8345",,"0.0017","17045457.947",,"0.00121428571429","11346212.5157",,"0.000944444444444","7638574.47497",,"0.000772727272727","5322238.23346",,"0.000653846153846","3896275.2891",,"0.000566666666667","3030688.98791"
"0.008625","29252656.0378",,"0.002875","23933607.574",,"0.001725","17640021.5926",,"0.00123214285714","12453967.284",,"0.000958333333333","8768607.61807",,"0.000784090909091","6297485.03225",,"0.000663461538462","4680144.11966",,"0.000575","3637546.67996"
"0.00875","25999909.9667",,"0.00291666666667","21510915.7054",,"0.00175","16483688.6755",,"0.00125","12066124.2552",,"0.000972222222222","8732942.32362",,"0.000795454545455","6386769.62536",,"0.000673076923077","4788117.88937",,"0.000583333333333","3719885.45545"
"0.008875","22964628.8339",,"0.00295833333333","18735309.5857",,"0.001775","14586605.0365",,"0.00126785714286","10885878.5126",,"0.000986111111111","7992214.17255",,"0.000806818181818","5887995.4807",,"0.000682692307692","4414931.33045",,"0.000591666666667","3407763.55876"
"0.009","20630496.0431",,"0.003","16715858.8092",,"0.0018","13101978.2122",,"0.00128571428571","9891080.92794",,"0.001","7326704.55298",,"0.000818181818182","5416806.59055",,"0.000692307692308","4050589.72643",,"0.0006","3098144.36689"
"0.009125","18313093.7893",,"0.00304166666667","14805008.8474",,"0.001825","11609154.9302",,"0.00130357142857","8800349.64417",,"0.00101388888889","6538032.08724",,"0.000829545454545","4830640.30437",,"0.000701923076923","3593699.92259",,"0.000608333333333","2721375.29211"
"0.00925","15606972.4743",,"0.00308333333333","12300789.5826",,"0.00185","9446717.25026",,"0.00132142857143","7036382.21283",,"0.00102777777778","5130305.71455",,"0.000840909090909","3707165.01205",,"0.000711538461538","2685858.86717",,"0.000616666666667","1972948.22328"
"0.009375","13090320.7125",,"0.003125","9926090.91826",,"0.001875","7302112.74467",,"0.00133928571429","5196189.34562",,"0.00104166666667","3596180.84941",,"0.000852272727273","2443467.96758",,"0.000721153846154","1646336.74933",,"0.000625","1112513.55815"
"0.0095","10621075.7497",,"0.00316666666667","7585742.56771",,"0.0019","5189490.43022",,"0.00135714285714","3380590.43182",,"0.00105555555556","2091733.227",,"0.000863636363636","1227799.29545",,"0.000730769230769","681569.949561",,"0.000633333333333","355731.271975"
"0.009625","8200535.23208",,"0.00320833333333","5242124.56415",,"0.001925","3116003.4589",,"0.001375","1669602.83193",,"0.00106944444444","768284.075343",,"0.000875","272790.666135",,"0.000740384615385","52329.1353931",,"0.000641666666667","60.878051746"
"0.00975","6176617.40246",,"0.00325","3391545.86237",,"0.00195","1579121.87529",,"0.00139285714286","539491.206666",,"0.00108333333333","78363.6263416",,"0.000886363636364","11060.9967728",,"0.00075","178973.492827",,"0.00065","460572.274325"
"0.009875","4711044.22688",,"0.00329166666667","2295479.14214",,"0.001975","777348.18757",,"0.00141071428571","93422.7205334",,"0.00109722222222","39898.0245539",,"0.000897727272727","397243.760466",,"0.000759615384615","975703.743041",,"0.000658333333333","1631761.9657"
"0.01","3456078.86823",,"0.00333333333333","1556408.9397",,"0.002","360783.70145",,"0.00142857142857","162.267144766",,"0.00111111111111","317859.184843",,"0.000909090909091","1084404.77534",,"0.000769230769231","2085014.62805",,"0.000666666666667","3150551.13151"
"0.010125","2264914.8007",,"0.003375","885331.149646",,"0.002025","92706.6078554",,"0.00144642857143","106090.907902",,"0.001125","823971.812768",,"0.000920454545455","2022774.24002",,"0.000778846153846","3471667.35767",,"0.000675","4980739.75382"
"0.01025","1353886.76535",,"0.00341666666667","432827.223337",,"0.00205","2577.0836884",,"0.00146428571429","334951.83122",,"0.00113888888889","1390007.81187",,"0.000931818181818","2966622.2075",,"0.000788461538462","4828412.83255",,"0.000683333333333","6768696.55522"
"0.010375","726011.787655",,"0.00345833333333","184990.014153",,"0.002075","17100.8222649",,"0.00148214285714","555815.139884",,"0.00115277777778","1831939.90796",,"0.000943181818182","3682125.28128",,"0.000798076923077","5876014.57016",,"0.000691666666667","8194697.71858"
"0.0105","242768.162133",,"0.0035","21312.534301",,"0.0021","126071.919904",,"0.0015","877331.410395",,"0.00116666666667","2355631.92986",,"0.000954545454545","4440545.31727",,"0.000807692307692","6920091.64414",,"0.0007","9573426.30018"
"0.010625","6650.33229262",,"0.00354166666667","54061.9699729",,"0.002125","463497.620314",,"0.00151785714286","1496916.83313",,"0.00118055555556","3247035.91757",,"0.000965909090909","5622589.81474",,"0.000817307692308","8429580.59988",,"0.000708333333333","11449057.5419"
"0.01075","163807.06925",,"0.00358333333333","593495.076704",,"0.00215","1428726.58425",,"0.00153571428571","2895812.04477",,"0.00119444444444","5066969.47256",,"0.000977272727273","7855470.37699",,"0.000826923076923","11077786.0967",,"0.000716666666667","14521146.3952"
"0.010875","618670.384942",,"0.003625","1391111.69967",,"0.002175","2550549.18474",,"0.00155357142857","4343017.56139",,"0.00120833333333","6848262.46055",,"0.000988636363636","9988607.36204",,"0.000836538461538","13588075.2186",,"0.000725","17435776.989"
"0.011","1028291.95454",,"0.00366666666667","1691486.62556",,"0.0022","2783831.2101",,"0.00157142857143","4499756.5259",,"0.00122222222222","6935612.71404",,"0.001","10046574.7286",,"0.000846153846154","13684198.3052",,"0.000733333333333","17651441.1532"
"0.011125","1523504.63871",,"0.00370833333333","1764927.25867",,"0.002225","2516146.19541",,"0.00158928571429","3853534.12455",,"0.00123611111111","5873117.95879",,"0.00101136363636","8571934.12149",,"0.000855769230769","11848847.8934",,"0.000741666666667","15542500.6241"
"0.01125","2329857.80055",,"0.00375","2110575.4641",,"0.00225","2510686.68362",,"0.00160714285714","3465346.19207",,"0.00125","5035214.126",,"0.00102272727273","7237561.55011",,"0.000865384615385","10013633.6211",,"0.00075","13243762.8395"
"0.011375","3444082.75042",,"0.00379166666667","2753726.01842",,"0.002275","2820644.39934",,"0.001625","3453511.53757",,"0.00126388888889","4651654.67405",,"0.00103409090909","6423431.0701",,"0.000875","8733241.62009",,"0.000758333333333","11495798.828"
"0.0115","5226032.75874",,"0.00383333333333","4260670.73235",,"0.0023","4033632.96307",,"0.00164285714286","4417672.47563",,"0.00127777777778","5365967.16386",,"0.00104545454545","6853359.37783",,"0.000884615384615","8835586.14118",,"0.000766666666667","11237539.0515"
"0.011625","7729289.3818",,"0.003875","7057499.15296",,"0.002325","6738157.92631",,"0.00166071428571","6998476.81357",,"0.00129166666667","7846349.07133",,"0.00105681818182","9242247.87425",,"0.000894230769231","11119973.5901",,"0.000775","13392411.0231"
"0.01175","10665155.0685",,"0.00391666666667","10976278.1246",,"0.00235","10996709.7433",,"0.00167857142857","11389211.0428",,"0.00130555555556","12326885.4446",,"0.00106818181818","13814335.5771",,"0.000903846153846","15783564.7837",,"0.000783333333333","18136322.8668"
"0.011875","13235610.9696",,"0.00395833333333","14472961.7519",,"0.002375","15109542.3551",,"0.00169642857143","15889793.4774",,"0.00131944444444","17115912.642",,"0.00107954545455","18857944.7085",,"0.000913461538462","21071209.3539",,"0.000791666666667","23659133.9699"
"0.012","14837552.3602",,"0.004","15812085.686",,"0.0024","16659956.8767",,"0.00171428571429","17696450.3522",,"0.00133333333333","19160692.372",,"0.00109090909091","21128484.6229",,"0.000923076923077","23568083.3856",,"0.0008","26390288.4322"
"0.012125","15819708.2974",,"0.00404166666667","15224039.4352",,"0.002425","15451518.2068",,"0.00173214285714","16195406.9812",,"0.00134722222222","17486873.2393",,"0.00110227272727","19335280.184",,"0.000932692307692","21693703.1502",,"0.000808333333333","24475100.2716"
"0.01225","16328570.6857",,"0.00408333333333","13196319.6886",,"0.00245","12126528.9378",,"0.00175","12061290.4425",,"0.00136111111111","12731216.3133",,"0.00111363636364","14030235.9229",,"0.000942307692308","15878577.9537",,"0.000816666666667","18191083.3622"
"0.012375","15201366.7234",,"0.004125","8506758.03587",,"0.002475","5964366.66373",,"0.00176785714286","5027937.23849",,"0.001375","4936963.84745",,"0.001125","5426758.2794",,"0.000951923076923","6393117.48192",,"0.000825","7780568.78495"
"0.0125","16358735.5017",,"0.00416666666667","6679327.66939",,"0.0025","2885057.10254",,"0.00178571428571","1412383.91828",,"0.00138888888889","879069.687001",,"0.00113636363636","763958.902037",,"0.000961538461538","895152.22955",,"0.000833333333333","1240909.06761"
"0.012625","20116757.005",,"0.00420833333333","8534291.44255",,"0.002525","3089209.37136",,"0.00180357142857","921115.881091",,"0.00140277777778","201869.503884",,"0.00114772727273","25932.8883176",,"0.000971153846154","1779.14669884",,"0.000841666666667","2451.75598828"
"0.01275","25416562.1724",,"0.00425","13715074.43",,"0.00255","6136792.56883",,"0.00182142857143","2278361.91097",,"0.00141666666667","634211.141871",,"0.00115909090909","92367.070067",,"0.000980769230769","59.1841422449",,"0.00085","31165.0866411"
"0.012875","31182558.4196",,"0.00429166666667","21606112.6803",,"0.002575","12642470.6445",,"0.00183928571429","6612883.25645",,"0.00143055555556","3122387.38674",,"0.00117045454545","1316917.90198",,"0.000990384615385","482791.563942",,"0.000858333333333","146277.228772"
"0.013","36542908.1096",,"0.00433333333333","30896794.5175",,"0.0026","22336691.2492",,"0.00185714285714","14830749.4421",,"0.00144444444444","9371347.048",,"0.00118181818182","5763900.85174",,"0.001","3516894.09747",,"0.000866666666667","2170255.84963"
"0.013125","40869690.6923",,"0.004375","39717007.8267",,"0.002625","33471151.0937",,"0.001875","26051550.4564",,"0.00145833333333","19486102.9017",,"0.00119318181818","14362046.3551",,"0.00100961538462","10615136.3734",,"0.000875","7969142.08264"
"0.01325","44254263.9378",,"0.00441666666667","47069975.883",,"0.00265","44316078.6193",,"0.00189285714286","38581640.7066",,"0.00147222222222","32243745.4682",,"0.00120454545455","26503949.212",,"0.00101923076923","21767544.024",,"0.000883333333333","18041819.0193"
"0.013375","45939416.0472",,"0.00445833333333","50933635.5615",,"0.002675","51848904.095",,"0.00191071428571","49046176.2969",,"0.00148611111111","44432076.4824",,"0.00121590909091","39418928.0892",,"0.00102884615385","34750892.952",,"0.000891666666667","30717059.6157"
