,"Case 1","Case 2","Case 3","Case 4","Case 5","Case 6","Case 7","Case 8","Case 9","Case 10","Case 11","Case 12","Case 13","Case 14","Case 15","Case 16","Case 17","Case 18","Case 19","Case 20","Case 21","Case 22","Case 23","Case 24","Case 25","Case 26","Case 27","Case 28","Case 29","Case 30"
"Total","120.234058923","120.208676374","120.186994639","120.172374386","120.167088869","569.357936584","463.799800052","372.39586801","307.76787027","285.754028524","1784.01282463","1406.57684016","1107.83540538","953.918435775","902.710805618","3409.32509853","2842.36042407","2307.22625066","2061.89475834","1965.26371888","5426.61587636","4726.14948177","4035.58818783","3624.08014269","3472.83301703","7805.01253726","7059.69787941","6289.14831199","5628.7726058","5442.01842322"
