"Study title: SC_e10_WirePeriodic_Load_FqWithShiftAvgDiffMu_til18k"
"Torque: Nm <Value> "
"Case Range","1","","","2","","","3","","","4","","","5","","","6","","","7","","","8","","","9","","","10","","","11","","","12","","","13","","","14","","","15","","","16","","","17","","","18","","","19","","","20","","","21","","","22","","","23","","","24","","","25","","","26","","","27","","","28","","","29","","","30","",""
"Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque","","Frequency Hz","Torque"
"266.666666667","7.44260590252e-09","","266.666666667","6.36303386897e-09","","266.666666667","7.06837539337e-09","","266.666666667","7.78152636569e-09","","266.666666667","6.03679886776e-09","","266.666666667","-13.2367000192","","266.666666667","-12.7736163246","","266.666666667","-12.2887132552","","266.666666667","-6.54939794093","","266.666666667","0.00390197559938","","266.666666667","-23.3036424972","","266.666666667","-19.2216962846","","266.666666667","-17.3791263423","","266.666666667","0.802904481738","","266.666666667","0.0184822883692","","266.666666667","-14.1985792762","","266.666666667","-13.8175723688","","266.666666667","-14.4701348935","","266.666666667","35.4021259207","","266.666666667","0.0308966929151","","266.666666667","18.7595942768","","266.666666667","-0.0742589272364","","266.666666667","-11.2502773607","","266.666666667","89.5579568881","","266.666666667","0.024038615052","","266.666666667","73.1547658097","","266.666666667","28.244352111","","266.666666667","7.11705350516","","266.666666667","170.574788598","","266.666666667","0.0155908505238"
"533.333333333","1.07084414094e-08","","533.333333333","9.6249522145e-09","","533.333333333","1.03320510338e-08","","533.333333333","1.10417344197e-08","","533.333333333","9.29925625036e-09","","533.333333333","-13.2429204241","","533.333333333","-12.779482748","","533.333333333","-12.2930339609","","533.333333333","-6.54793330915","","533.333333333","0.00633670776067","","533.333333333","-23.3208466348","","533.333333333","-19.2338723553","","533.333333333","-17.3852550203","","533.333333333","0.818874818276","","533.333333333","0.0295297105397","","533.333333333","-14.2226401022","","533.333333333","-13.8319392669","","533.333333333","-14.4721135885","","533.333333333","35.4582261504","","533.333333333","0.0477085069516","","533.333333333","18.7408294825","","533.333333333","-0.0900260857981","","533.333333333","-11.2448534692","","533.333333333","89.6747953319","","533.333333333","0.0348659565556","","533.333333333","73.147219063","","533.333333333","28.2239552498","","533.333333333","7.13763944667","","533.333333333","170.785777594","","533.333333333","0.0186707604185"
"800","1.25522107085e-08","","800","1.1465357972e-08","","800","1.21683406341e-08","","800","1.28908566739e-08","","800","1.11514083472e-08","","800","-13.2493670696","","800","-12.7855321511","","800","-12.2977533159","","800","-6.54759563099","","800","0.00758762427771","","800","-23.3376088066","","800","-19.2457686881","","800","-17.3919163363","","800","0.830874253642","","800","0.0345678775505","","800","-14.2448684244","","800","-13.8457584031","","800","-14.4753588016","","800","35.504478316","","800","0.0537184370052","","800","18.7251947716","","800","-0.104211903042","","800","-11.2422541452","","800","89.7725402624","","800","0.0350802933059","","800","73.1467524039","","800","28.208287952","","800","7.1520873532","","800","170.964180627","","800","0.0130692302609"
"1066.66666667","1.36074140198e-08","","1066.66666667","1.25284885326e-08","","1066.66666667","1.32241370006e-08","","1066.66666667","1.39465387804e-08","","1066.66666667","1.21984197081e-08","","1066.66666667","-13.2549639728","","1066.66666667","-12.7907369047","","1066.66666667","-12.3019023121","","1066.66666667","-6.54778281056","","1066.66666667","0.00820108944763","","1066.66666667","-23.3522517928","","1066.66666667","-19.2562630644","","1066.66666667","-17.3979062232","","1066.66666667","0.839203620627","","1066.66666667","0.0364847314357","","1066.66666667","-14.2644481724","","1066.66666667","-13.8585863531","","1066.66666667","-14.4795067946","","1066.66666667","35.5389006778","","1066.66666667","0.0544688893061","","1066.66666667","18.7112757628","","1066.66666667","-0.118082619578","","1066.66666667","-11.2430320499","","1066.66666667","89.8460777869","","1066.66666667","0.0312043310038","","1066.66666667","73.1498626063","","1066.66666667","28.193958285","","1066.66666667","7.15870668477","","1066.66666667","171.099514283","","1066.66666667","0.00459519681024"
"1200","1.39508286424e-08","","1200","1.28690058469e-08","","1200","1.35735958246e-08","","1200","1.42979194968e-08","","1200","1.25536529685e-08","","1200","-13.2574260779","","1200","-12.7930050393","","1200","-12.3037286402","","1200","-6.54797041652","","1200","0.00837570586075","","1200","-23.3587842902","","1200","-19.2609778988","","1200","-17.4006429951","","1200","0.842374815231","","1200","0.036832571269","","1200","-14.2733945297","","1200","-13.8647084707","","1200","-14.4818017719","","1200","35.5525017677","","1200","0.0539792567587","","1200","18.7047378299","","1200","-0.125136369111","","1200","-11.2444597176","","1200","89.8754068449","","1200","0.0285764837859","","1200","73.1521404543","","1200","28.1868926665","","1200","7.15946759187","","1200","171.15387817","","1200","7.49081381101e-05"
"Joule Loss: W <Value> "
"Case Range","1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","15","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
